group,run_name,run_dir,seed,test_acc,test_macro_f1,test_teacher_agreement,dataset_npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l3_o2_c0_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8961,0.858748,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l3_o2_c0_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,42,0.9579000000000001,0.953406,0.8989,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l3_o2_c1_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8961,0.852898,0.9719,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l3_o2_c1_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,42,0.9521999999999999,0.945404,0.8652,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr9.999999999999999e-05_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l4_o1_c1_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr9.999999999999999e-05_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8904000000000001,0.845281,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00019999999999999998_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l4_o1_c1_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00019999999999999998_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,42,0.9494,0.942104,0.8623999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l4_o2_c1_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015000000000000001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.9017000000000001,0.862062,0.9775,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage2/s2_s1_l4_o2_c1_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,42,0.9494,0.942104,0.8623999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed122,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c0_r2/seed_122/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed122,122,0.9045000000000001,0.872902,0.9634999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed183,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c0_r2/seed_183/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed183,183,0.9719,0.966781,0.9017000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed230,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c0_r2/seed_230/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed230,230,0.9326000000000001,0.92841,0.9073,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed77,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c0_r2/seed_77/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed77,77,0.9579000000000001,0.948886,0.8876000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed122,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c1_r2/seed_122/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed122,122,0.9213,0.880769,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed183,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c1_r2/seed_183/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed183,183,0.9045000000000001,0.870607,0.9466,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed230,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c1_r2/seed_230/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed230,230,0.9944,0.992959,0.9073,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed77,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage3/s3_s2_s1_l3_o2_c1_r2/seed_77/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed77,77,0.927,0.894788,0.9579000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l3_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9775,0.971053,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l3_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9775,0.971053,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l4_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9775,0.971053,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l4_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9775,0.971053,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l4p_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9831,0.976478,0.9719,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage0/s0_l4p_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9831,0.976478,0.9719,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o1_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9662999999999999,0.95248,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o1_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9662999999999999,0.95248,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o2_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o2_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o3_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l3_o3_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T3.0_lce0.8_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o1_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9662999999999999,0.95248,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o1_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9662999999999999,0.95248,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o2_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o2_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9691,0.955364,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o3_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9634999999999999,0.949576,0.9551000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4_o3_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9634999999999999,0.949576,0.9551000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o1_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9634999999999999,0.949576,0.9579000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o1_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0002_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9634999999999999,0.949576,0.9579000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o2_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9691,0.953997,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o2_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9691,0.953997,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o3_c0/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9691,0.953997,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage1/s1_l4p_o3_c7/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0002_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9691,0.953997,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4_c0_r1/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed42,42,0.8399,0.813174,0.8848,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
