group,run_name,run_dir,seed,test_acc,test_macro_f1,test_teacher_agreement,dataset_npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr8e-05_bs64_seed112,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0054_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr8e-05_bs64_seed112,112,0.9017000000000001,0.873771,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed139,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0055_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed139,139,0.9381999999999999,0.934698,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed119,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0056_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed119,119,0.882,0.832857,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs128_seed149,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0057_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs128_seed149,149,0.8287,0.780171,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs96_seed150,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0058_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs96_seed150,150,0.9213,0.89589,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00012_bs64_seed116,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0059_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00012_bs64_seed116,116,0.8652,0.831478,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation1_student_only_tcn_attn,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00036_bs128_seed157,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0060_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00036_bs128_seed157,157,0.9242,0.901334,-1.0,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l1_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8623999999999999,0.860359,0.8708,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l1_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8848,0.835916,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l1_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8848,0.860582,0.9381999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l1_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8933,0.848265,0.9691,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l2_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8764,0.843717,0.941,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l2_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8904000000000001,0.845281,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l2_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8961,0.858748,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage0/s0_l2_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8933,0.848265,0.9691,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8623999999999999,0.860359,0.8708,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8848,0.835916,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8848,0.860582,0.9381999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8933,0.848265,0.9691,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8933,0.853574,0.9634999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8904000000000001,0.843597,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8848,0.852267,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,14,0.8876000000000001,0.842277,0.9747,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8764,0.843717,0.941,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8904000000000001,0.845281,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8961,0.858748,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8933,0.848265,0.9691,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8961,0.856517,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8961,0.852898,0.9719,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8904000000000001,0.849194,0.9775,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.8876000000000001,0.842277,0.9747,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.882,0.852391,0.9466,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8933,0.849909,0.9691,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8961,0.858748,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8961,0.852898,0.9719,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8989,0.861043,0.9634999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8989,0.857496,0.9747,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8933,0.853736,0.9803000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,14,0.8876000000000001,0.842277,0.9747,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8876000000000001,0.860945,0.9466,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8904000000000001,0.845281,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8961,0.860281,0.9662999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.9017000000000001,0.862062,0.9775,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8961,0.865884,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.9017000000000001,0.862062,0.9775,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8961,0.856748,0.9775,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation2_teacher_student_lstm,ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,14,0.8933,0.849909,0.9747,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
