feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,label
-0.7555079157039618,0.7179734096002292,-0.7015355588256664,0.16416105561050015,-0.6787940482149342,0.8567758943349275,-0.7178278180602353,-0.3149906125605117,-0.9877264062357716,-0.7816684316197527,-0.929375520983079,-0.10925186689642827,0.6594897626592217,0.11016342600534593,-0.4862521867633795,-0.46317527994027474,-0.3640879840318384,-1.8713189860656172,quasistable
-0.7326387096382023,1.0472917916895903,-0.7015355588256664,0.044575326883275944,-0.6464859755195684,1.0960901126795068,-0.904031408325913,-0.21570946851386819,-0.9223101585674119,-0.7729927630957382,-0.8616609581937991,-0.326652348005463,0.6608194296352317,0.23558024945758685,-0.4375374863332748,-0.38111953852604535,-0.5390357287635341,-2.1492571983702473,quasistable
-0.8469847399669994,0.608200615570442,-0.8405899285214682,0.5278104936661463,-0.8579237094081014,0.9319163113814428,-0.3249191187745887,-0.603846829499934,-1.053142653904131,-0.8290513910848631,-0.9768586828258915,-0.11605405611076537,0.7035113270258543,-0.5169206912558586,-0.7787615065917117,-0.7826176177423543,-0.09456924241549323,-0.9956674861930119,quasistable
-0.8469847399669994,0.9375189976598033,-0.05261516691192516,-1.2289610596789649,-0.21945230702592675,0.9476394664254827,-2.24695791927955,1.0702187459515005,-0.9877264062357716,-0.8050090650720063,-0.9257235155546069,-0.21679612281657168,0.7344528939623356,-0.39150386780361773,-0.1986768834679401,-0.5242636782653695,1.4201780802081905,0.24334854648128793,quasistable
-0.709769503572443,0.7179734096002292,0.04008774621860931,-1.2662033942506865,-0.10655322028823122,0.6315100217463515,-2.1798413215113848,1.151352021138733,-1.053142653904131,-0.7857581806812525,-0.8825589387718709,-0.3009124429410259,0.5878955515783226,-0.2660870443513768,0.05885211269216556,-0.5396131889234491,2.8901657808754933,0.3108495865622889,quasistable
-0.8012463278354806,1.705928555868313,-1.0259957547825371,0.89622829661942,-0.8650994407345619,2.1722779282115874,0.16319320460898595,-0.8095132449107525,-1.053142653904131,-0.8254578103795045,-0.9913461529042766,-0.043439255323082605,0.7139222942165139,-0.2660870443513768,-0.8181420103744309,-0.8695170808195799,0.22029885553298517,-0.5493849739304452,quasistable
-0.8012463278354806,-0.05043614860828058,-0.7478870153909337,0.751891075819594,-0.8392658546890408,0.408916226636207,0.23127177121676543,-0.7285450347230933,-1.2493913969092096,-0.8709412204570164,-0.91290958582791,-0.5235926485735884,0.5011673446847394,-0.5169206912558586,-0.705689453290811,-0.7824185606877105,0.2880476228016508,-0.02398504214316561,quasistable
-0.6411618853751647,-1.5872552650253,-0.7478870153909337,1.4425969951819289,-1.0286059488142816,-0.9307808371391442,1.1434734468605388,-1.1767154929071044,-1.053142653904131,-0.76411157445701,-0.8744677966478193,-0.24555329680840962,0.4813451269783774,-0.39150386780361773,-0.6663089495080918,-0.723121675854409,0.14416916832833415,-0.09674773898832356,quasistable
-0.7555079157039618,-0.2699817366678548,-0.7478870153909337,0.8105778773886088,-0.8435042257450748,0.21344736429386196,0.2678626814270741,-0.7716026918849851,-1.1839751492408501,-0.8307454203577485,-0.9579675324153102,-0.19680409864640297,0.5435971122652355,-0.015253397446894985,-0.5512788281899159,-0.6078455237652005,0.08116921321845082,-0.663082126643482,nonstationary
-0.82411553390124,0.38865502751086783,-0.608832645695132,0.25338123720115,-0.6466665947029282,0.7277688572886593,-0.3086585167752139,-0.35615580153919907,-1.3802238922459287,-0.9293955661898814,-0.9857156823990207,-0.48635894437998894,0.47050643487124194,-0.6423375147080995,-0.6681315653880271,-0.7671354023811789,0.3947841080026046,0.15788952736459416,nonstationary
