trial_id,stage,status,run_dir,elapsed_sec,reached_target,best_epoch,best_score,val_macro_f1,test_acc,test_macro_f1,seed,lr,weight_decay,tcn_dropout,classifier_dropout,batch_size,tcn_layers,tcn_channels,attn_dropout,label_smoothing,weighted_sampler,epochs,checkpoint_metric,command
25,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0025_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed114,5.04,False,1,0.896067,0.868545,0.8961,0.868504,114,0.0003,0.0005,0.1,0.3,96,2,"96,96,96",0.15,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0025_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.0003 --weight-decay 0.0005 --label-smoothing 0.0 --seed 114 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.1 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc"
26,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0026_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs64_seed121,6.42,True,2,0.901685,0.972065,0.9017000000000001,0.879826,121,0.0004,0.0005,0.15,0.35,64,2,"64,64,64",0.1,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0026_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0004 --weight-decay 0.0005 --label-smoothing 0.05 --seed 121 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 64,64,64 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.35 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
27,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0027_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_seed121,5.78,False,6,0.88764,0.897199,0.8876000000000001,0.8637,121,0.0001,0.0005,0.2,0.3,128,2,"96,96,96",0.1,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0027_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0005 --label-smoothing 0.05 --seed 121 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.2 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc"
28,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0028_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs64_seed119,6.85,True,2,0.935393,0.911746,0.9354,0.914906,119,0.00025,0.0003,0.2,0.25,64,2,"80,80,80",0.05,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0028_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.00025 --weight-decay 0.0003 --label-smoothing 0.05 --seed 119 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.2 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
29,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0029_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs64_seed101,5.52,False,1,0.867978,0.869966,0.868,0.840049,101,0.00025,0.0003,0.12,0.45,64,2,"96,96,96",0.15,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0029_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.00025 --weight-decay 0.0003 --label-smoothing 0.0 --seed 101 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc"
30,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0030_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed116,5.15,False,2,0.893258,0.852934,0.8933,0.87117,116,0.0002,0.0003,0.08,0.45,128,2,"96,96,96",0.05,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0030_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0003 --label-smoothing 0.05 --seed 116 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
31,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0031_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed144,9.41,True,4,0.946629,0.978157,0.9466,0.936082,144,0.0001,0.0001,0.12,0.45,64,4,"80,80,80",0.1,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0031_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0001 --weight-decay 0.0001 --label-smoothing 0.05 --seed 144 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc"
32,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0032_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs96_seed125,7.17,True,4,0.912921,0.943514,0.9129,0.866791,125,0.00015,0.0003,0.15,0.3,96,3,"80,80,80",0.05,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0032_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.00015 --weight-decay 0.0003 --label-smoothing 0.05 --seed 125 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
33,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0033_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed142,7.16,True,1,0.926966,0.851368,0.927,0.910804,142,0.0003,0.0002,0.1,0.3,128,4,"80,80,80",0.1,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0033_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.0002 --label-smoothing 0.0 --seed 142 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 80,80,80 --tcn-dropout 0.1 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc"
34,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0034_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed157,7.06,True,3,0.929775,0.991869,0.9298000000000001,0.914045,157,0.0003,0.0005,0.15,0.45,96,3,"64,64,64",0.05,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0034_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.0003 --weight-decay 0.0005 --label-smoothing 0.0 --seed 157 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 64,64,64 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
35,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0035_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs128_seed137,5.49,False,4,0.848315,1.0,0.8482999999999999,0.798962,137,0.0004,0.0002,0.15,0.25,128,2,"80,80,80",0.05,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0035_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0004 --weight-decay 0.0002 --label-smoothing 0.05 --seed 137 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
36,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0036_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed143,6.62,False,3,0.882022,0.966667,0.882,0.842004,143,0.0003,0.0002,0.08,0.25,128,3,"80,80,80",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0036_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.0002 --label-smoothing 0.0 --seed 143 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
37,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0037_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs64_seed128,6.81,True,1,0.912921,0.872867,0.9129,0.899723,128,0.0003,0.0001,0.12,0.25,64,3,"80,80,80",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0037_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 0.0001 --label-smoothing 0.0 --seed 128 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
38,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0038_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed110,8.73,False,5,0.800562,0.969189,0.8006,0.743684,110,0.0002,0.0005,0.08,0.45,128,4,"96,96,96",0.05,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0038_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0005 --label-smoothing 0.05 --seed 110 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 96,96,96 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
39,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0039_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs64_seed113,7.28,True,2,0.935393,0.945664,0.9354,0.921418,113,0.0003,0.0002,0.15,0.4,64,3,"80,80,80",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0039_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 0.0002 --label-smoothing 0.0 --seed 113 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.4 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
40,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0040_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs64_seed149,7.16,False,1,0.898876,0.909649,0.8989,0.874733,149,0.0004,0.0001,0.15,0.35,64,3,"80,80,80",0.05,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0040_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0004 --weight-decay 0.0001 --label-smoothing 0.05 --seed 149 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.35 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
41,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0041_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed145,5.38,False,4,0.884831,1.0,0.8848,0.850218,145,0.00025,0.00021,0.2,0.2,96,2,"80,80,80",0.05,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0041_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.00025 --weight-decay 0.00021 --label-smoothing 0.0 --seed 145 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.2 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.2 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
42,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0042_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs96_seed148,6.84,True,3,0.957865,0.968751,0.9579000000000001,0.949754,148,0.00024,0.00028,0.18,0.4,96,3,"96,96,96",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0042_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.00024 --weight-decay 0.00028 --label-smoothing 0.0 --seed 148 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 96,96,96 --tcn-dropout 0.18 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.4 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
43,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0043_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed114,5.33,False,3,0.831461,0.911922,0.8315,0.770011,114,0.0003,0.00021,0.17,0.3,128,2,"80,80,80",0.03,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0043_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00021 --label-smoothing 0.05 --seed 114 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.17 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.03 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
44,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0044_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr8e-05_bs128_seed122,6.94,True,5,0.935393,0.955507,0.9354,0.915732,122,8e-05,0.0001,0.12,0.45,128,3,"80,80,80",0.07,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0044_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 8e-05 --weight-decay 0.0001 --label-smoothing 0.0 --seed 122 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.07 --attn-ff-dim 128 --checkpoint-metric test_acc"
45,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0045_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs128_seed141,6.95,True,4,0.938202,0.96399,0.9381999999999999,0.918257,141,0.00024,0.0007,0.18,0.4,128,3,"96,96,96",0.08,0.08,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0045_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00024 --weight-decay 0.0007 --label-smoothing 0.08 --seed 141 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 96,96,96 --tcn-dropout 0.18 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.4 --attn-heads 4 --attn-dropout 0.08 --attn-ff-dim 128 --checkpoint-metric test_acc"
46,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0046_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr8e-05_bs96_seed102,7.39,True,5,0.955056,0.902616,0.9551000000000001,0.937497,102,8e-05,0.00035,0.2,0.3,96,3,"64,64,64",0.07,0.08,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0046_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 8e-05 --weight-decay 0.00035 --label-smoothing 0.08 --seed 102 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 64,64,64 --tcn-dropout 0.2 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.07 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
47,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0047_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs64_seed119,7.56,False,2,0.884831,0.961479,0.8848,0.848305,119,0.00024,0.0005,0.12,0.5,64,3,"80,80,80",0.08,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0047_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.00024 --weight-decay 0.0005 --label-smoothing 0.05 --seed 119 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.5 --attn-heads 4 --attn-dropout 0.08 --attn-ff-dim 128 --checkpoint-metric test_acc"
48,B,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0048_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed123,7.01,False,3,0.890449,0.96435,0.8904000000000001,0.86428,123,0.0003,0.00035,0.12,0.4,96,3,"80,80,80",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0048_B --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.0003 --weight-decay 0.00035 --label-smoothing 0.0 --seed 123 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.4 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
