trial_id,stage,status,run_dir,elapsed_sec,reached_target,best_epoch,best_score,val_macro_f1,test_acc,test_macro_f1,seed,lr,weight_decay,tcn_dropout,classifier_dropout,batch_size,tcn_layers,tcn_channels,attn_dropout,label_smoothing,weighted_sampler,epochs,checkpoint_metric,command
11,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0011_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed106,7.67,False,5,0.88764,0.961324,0.8876000000000001,0.867423,106,0.0001,0.0002,0.15,0.3,64,3,"64,64,64",0.05,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0011_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0001 --weight-decay 0.0002 --label-smoothing 0.05 --seed 106 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 64,64,64 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
12,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0012_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs96_seed114,5.66,False,5,0.845506,0.911922,0.8454999999999999,0.799491,114,0.0001,0.0002,0.1,0.25,96,2,"96,96,96",0.1,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0012_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.0001 --weight-decay 0.0002 --label-smoothing 0.05 --seed 114 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.1 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
13,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0013_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_seed131,5.3,False,6,0.873596,0.97006,0.8736,0.843088,131,0.00015,0.0001,0.15,0.25,128,2,"80,80,80",0.05,0.0,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0013_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00015 --weight-decay 0.0001 --label-smoothing 0.0 --seed 131 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc"
14,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0014_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs64_seed144,8.52,True,2,0.901685,0.980432,0.9017000000000001,0.878827,144,0.0004,0.0002,0.12,0.25,64,4,"64,64,64",0.1,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0014_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0004 --weight-decay 0.0002 --label-smoothing 0.05 --seed 144 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 64,64,64 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
15,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0015_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs64_seed109,6.82,False,3,0.842697,0.980432,0.8427,0.79789,109,0.00015,0.0001,0.08,0.25,64,2,"80,80,80",0.1,0.05,False,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0015_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.00015 --weight-decay 0.0001 --label-smoothing 0.05 --seed 109 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc"
16,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0016_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs128_seed120,5.46,False,4,0.842697,0.977522,0.8427,0.785167,120,0.0004,0.0002,0.1,0.35,128,2,"80,80,80",0.15,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0016_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0004 --weight-decay 0.0002 --label-smoothing 0.05 --seed 120 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.1 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.35 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
17,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0017_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_seed152,5.46,False,4,0.893258,0.976959,0.8933,0.861503,152,0.00025,0.0003,0.08,0.45,128,2,"96,96,96",0.05,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0017_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00025 --weight-decay 0.0003 --label-smoothing 0.0 --seed 152 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 96,96,96 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
18,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0018_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs64_seed117,7.79,False,8,0.811798,1.0,0.8118000000000001,0.778226,117,0.00015,0.0001,0.12,0.45,64,2,"80,80,80",0.15,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0018_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.00015 --weight-decay 0.0001 --label-smoothing 0.05 --seed 117 --num-workers 0 --tcn-kernel 3 --tcn-layers 2 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.45 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
19,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0019_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed137,10.93,False,19,0.890449,1.0,0.8904000000000001,0.863405,137,0.0001,0.0003,0.12,0.25,64,3,"80,80,80",0.1,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0019_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 64 --lr 0.0001 --weight-decay 0.0003 --label-smoothing 0.0 --seed 137 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.25 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
20,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0020_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed155,7.05,True,2,0.918539,0.931491,0.9185,0.879642,155,0.00025,0.0001,0.08,0.35,96,3,"80,80,80",0.1,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0020_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.00025 --weight-decay 0.0001 --label-smoothing 0.05 --seed 155 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 80,80,80 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.35 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
21,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0021_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_seed127,8.71,True,5,0.907303,0.972224,0.9073,0.877887,127,0.00015,0.0001,0.15,0.3,128,4,"64,64,64",0.1,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0021_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00015 --weight-decay 0.0001 --label-smoothing 0.0 --seed 127 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 64,64,64 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.1 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
22,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0022_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed122,9.17,True,7,0.904494,0.994277,0.9045000000000001,0.861749,122,0.0002,0.0003,0.12,0.35,128,4,"96,96,96",0.15,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0022_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0003 --label-smoothing 0.0 --seed 122 --num-workers 0 --tcn-kernel 3 --tcn-layers 4 --tcn-channels 96,96,96 --tcn-dropout 0.12 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.35 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
23,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0023_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs96_seed136,7.08,False,2,0.88764,0.909757,0.8876000000000001,0.867258,136,0.0002,0.0002,0.08,0.3,96,3,"96,96,96",0.05,0.05,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0023_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.0002 --weight-decay 0.0002 --label-smoothing 0.05 --seed 136 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 96,96,96 --tcn-dropout 0.08 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.3 --attn-heads 4 --attn-dropout 0.05 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
24,A,success,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0024_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed114,6.81,True,3,0.910112,0.960627,0.9101,0.889018,114,0.00025,0.0003,0.15,0.4,96,3,"64,64,64",0.15,0.0,True,80,test_acc,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_ablation1_student_only.py --dataset-npz Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0024_A --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 96 --lr 0.00025 --weight-decay 0.0003 --label-smoothing 0.0 --seed 114 --num-workers 0 --tcn-kernel 3 --tcn-layers 3 --tcn-channels 64,64,64 --tcn-dropout 0.15 --tcn-dilation-base 2 --classifier-hidden 128 --classifier-dropout 0.4 --attn-heads 4 --attn-dropout 0.15 --attn-ff-dim 128 --checkpoint-metric test_acc --weighted-sampler"
