stage,config_id,base_config_id,checkpoint_metric,seed,epochs,batch_size,temperature,lambda_ce,lambda_kd,lambda_feat,lr,weight_decay,student_tcn_dropout,student_tcn_layers,student_tcn_channels,student_classifier_hidden,student_classifier_dropout,student_attn_dropout,student_attn_ff_dim,student_tcn_dilation_base,job_output_root,stage_index,status,run_name,run_dir,elapsed_sec,gpu_id,teacher_manifest,command,log_path,val_macro_f1,test_acc,test_macro_f1,test_teacher_agreement,best_epoch,best_score,student_config_resolved
stage0,s0_val_macro_f1_seed14,s0_val_macro_f1_seed14,val_macro_f1,14,80,128,3.0,0.8,1.2,0.2,0.0002,0.00015,,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed14,1,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed14/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,10.15,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed14 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 3.0 --lambda-ce 0.8 --lambda-kd 1.2 --lambda-feat 0.2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage0_s0_val_macro_f1_seed14_seed14.log,1.0,0.8371,0.790408,0.9101,17,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.1, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage0,s0_val_macro_f1_seed42,s0_val_macro_f1_seed42,val_macro_f1,42,80,128,3.0,0.8,1.2,0.2,0.0002,0.00015,,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed42,2,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed42,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed42/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed42,11.93,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed42 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 42 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 3.0 --lambda-ce 0.8 --lambda-kd 1.2 --lambda-feat 0.2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage0_s0_val_macro_f1_seed42_seed42.log,1.0,0.7415999999999999,0.64689,0.8595999999999999,26,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.1, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage0,s0_val_macro_f1_seed77,s0_val_macro_f1_seed77,val_macro_f1,77,80,128,3.0,0.8,1.2,0.2,0.0002,0.00015,,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed77,3,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed77,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed77/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed77,9.06,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed77 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 77 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 3.0 --lambda-ce 0.8 --lambda-kd 1.2 --lambda-feat 0.2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage0_s0_val_macro_f1_seed77_seed77.log,1.0,0.823,0.746733,0.9298000000000001,14,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.1, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage0,s0_val_macro_f1_seed122,s0_val_macro_f1_seed122,val_macro_f1,122,80,128,3.0,0.8,1.2,0.2,0.0002,0.00015,,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed122,4,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed122,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed122/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed122,11.34,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage0/s0_val_macro_f1_seed122 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 122 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 3.0 --lambda-ce 0.8 --lambda-kd 1.2 --lambda-feat 0.2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage0_s0_val_macro_f1_seed122_seed122.log,1.0,0.8652,0.80343,0.9326000000000001,23,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.1, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage1,s1_l1_o1,s1_l1_o1,val_macro_f1,14,80,128,2.5,1.0,1.0,0.1,0.00015,0.00015,0.05,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o1,1,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o1/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,9.1,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o1 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00015 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 2.5 --lambda-ce 1.0 --lambda-kd 1.0 --lambda-feat 0.1 --student-tcn-dropout 0.05",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage1_s1_l1_o1_seed14.log,1.0,0.8146,0.736384,0.9045000000000001,14,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.05, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage1,s1_l1_o2,s1_l1_o2,val_macro_f1,14,80,128,2.5,1.0,1.0,0.1,0.0002,0.00015,0.08,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o2,2,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o2/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,8.07,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o2 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 2.5 --lambda-ce 1.0 --lambda-kd 1.0 --lambda-feat 0.1 --student-tcn-dropout 0.08",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage1_s1_l1_o2_seed14.log,1.0,0.7725,0.667196,0.8961,13,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.08, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage1,s1_l1_o3,s1_l1_o3,val_macro_f1,14,80,128,2.5,1.0,1.0,0.1,0.00025,0.0002,0.08,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o3,3,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o3/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,8.65,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o3 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.00025 --weight-decay 0.0002 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 2.5 --lambda-ce 1.0 --lambda-kd 1.0 --lambda-feat 0.1 --student-tcn-dropout 0.08",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage1_s1_l1_o3_seed14.log,1.0,0.7556,0.642585,0.8848,13,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.08, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
stage1,s1_l1_o4,s1_l1_o4,val_macro_f1,14,80,128,2.5,1.0,1.0,0.1,0.0003,0.00015,0.12,,,,,,,,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o4,4,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o4/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce1.0_lkd1.0_lf0.1_seed14,7.43,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_forecast_95/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_k3_l2_d0.1_lat64_wd0.0005_seed183/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/stage1/s1_l1_o4 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_macro_f1 --temperature 2.5 --lambda-ce 1.0 --lambda-kd 1.0 --lambda-feat 0.1 --student-tcn-dropout 0.12",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_strict_valf1_20260522/logs/stage1_s1_l1_o4_seed14.log,1.0,0.8118000000000001,0.731009,0.9017000000000001,8,1.0,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 2}"
