method_name,train_scheme,deploy_input_dim,teacher_input_dim,best_test_acc,best_macro_f1,teacher_agreement,seed,checkpoint_metric,run_path,notes
lstm,baseline_18d,18,,0.9073,0.875341,-1.0,42,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/lstm/lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed42,Best 18D lstm baseline run
