stage,config_id,base_config_id,seed,epochs,batch_size,checkpoint_metric,job_output_root,temperature,lambda_ce,lambda_kd,lambda_feat,lr,weight_decay,weighted_sampler,student_lstm_layers,student_lstm_dropout,student_classifier_hidden,student_classifier_dropout,run_dir,status,elapsed_sec,test_acc,test_macro_f1,test_teacher_agreement,best_epoch,best_score,target_reached
stage1,s1_l1_o1_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c0,2.0,0.9,1.1,0.0,0.00015,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,4.28,0.8848,0.860582,0.9381999999999999,24,0.884831,False
stage1,s1_l1_o1_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c1,2.0,0.9,1.1,0.0,0.00015,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,6.14,0.8933,0.848265,0.9691,52,0.893258,False
stage1,s1_l1_o2_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c0,2.0,0.9,1.1,0.0,0.0002,0.0001,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,4.76,0.8933,0.853574,0.9634999999999999,31,0.893258,False
stage1,s1_l1_o2_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c1,2.0,0.9,1.1,0.0,0.0002,0.0001,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,4.79,0.8904000000000001,0.843597,0.9662999999999999,25,0.890449,False
stage1,s1_l1_o3_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c0,2.0,0.9,1.1,0.0,0.0003,0.0002,False,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,4.12,0.8848,0.852267,0.9606999999999999,12,0.884831,False
stage1,s1_l1_o3_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c1,2.0,0.9,1.1,0.0,0.0003,0.0002,False,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l1_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,success,5.51,0.8876000000000001,0.842277,0.9747,34,0.88764,False
stage1,s1_l2_o0_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c0,2.5,0.9,1.1,0.0,0.0001,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,5.74,0.8764,0.843717,0.941,49,0.876404,False
stage1,s1_l2_o0_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c1,2.5,0.9,1.1,0.0,0.0001,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,5.99,0.8904000000000001,0.845281,0.9662999999999999,52,0.890449,False
stage1,s1_l2_o1_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c0,2.5,0.9,1.1,0.0,0.00015,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,5.05,0.8961,0.858748,0.9606999999999999,45,0.896067,False
stage1,s1_l2_o1_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c1,2.5,0.9,1.1,0.0,0.00015,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,6.41,0.8933,0.848265,0.9691,52,0.893258,False
stage1,s1_l2_o2_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c0,2.5,0.9,1.1,0.0,0.0002,0.0001,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,4.49,0.8961,0.856517,0.9606999999999999,38,0.896067,False
stage1,s1_l2_o2_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c1,2.5,0.9,1.1,0.0,0.0002,0.0001,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,5.89,0.8961,0.852898,0.9719,51,0.896067,False
stage1,s1_l2_o3_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c0,2.5,0.9,1.1,0.0,0.0003,0.0002,False,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,4.27,0.8904000000000001,0.849194,0.9775,28,0.890449,False
stage1,s1_l2_o3_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c1,2.5,0.9,1.1,0.0,0.0003,0.0002,False,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l2_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,success,5.12,0.8876000000000001,0.842277,0.9747,34,0.88764,False
stage1,s1_l3_o0_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c0,3.0,0.8,1.2,0.2,0.0001,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,5.4,0.882,0.852391,0.9466,51,0.882022,False
stage1,s1_l3_o0_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c1,3.0,0.8,1.2,0.2,0.0001,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,6.06,0.8933,0.849909,0.9691,52,0.893258,False
stage1,s1_l3_o1_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c0,3.0,0.8,1.2,0.2,0.00015,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,5.45,0.8961,0.858748,0.9606999999999999,48,0.896067,False
stage1,s1_l3_o1_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c1,3.0,0.8,1.2,0.2,0.00015,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,5.63,0.8961,0.852898,0.9719,52,0.896067,False
stage1,s1_l3_o2_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c0,3.0,0.8,1.2,0.2,0.0002,0.0001,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,4.75,0.8989,0.861043,0.9634999999999999,38,0.898876,False
stage1,s1_l3_o2_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c1,3.0,0.8,1.2,0.2,0.0002,0.0001,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,5.97,0.8989,0.857496,0.9747,52,0.898876,False
stage1,s1_l3_o3_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c0,3.0,0.8,1.2,0.2,0.0003,0.0002,False,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,4.53,0.8933,0.853736,0.9803000000000001,28,0.893258,False
stage1,s1_l3_o3_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c1,3.0,0.8,1.2,0.2,0.0003,0.0002,False,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l3_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,5.0,0.8876000000000001,0.842277,0.9747,29,0.88764,False
stage1,s1_l4_o0_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c0,3.5,0.7,1.4,0.3,0.0001,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,5.49,0.8876000000000001,0.860945,0.9466,50,0.88764,False
stage1,s1_l4_o0_c1,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c1,3.5,0.7,1.4,0.3,0.0001,1e-05,True,2,0.3,64,0.35,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o0_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,6.36,0.8904000000000001,0.845281,0.9662999999999999,58,0.890449,False
stage1,s1_l4_o1_c0,,14,80,128,test_acc,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o1_c0,3.5,0.7,1.4,0.3,0.00015,1e-05,True,1,0.2,64,0.3,ablation_experiments/h1/results/run_20260327_131013/ablation2_teacher_student_lstm/students/ablation2_h1_scan90_run_20260327_131013/stage1/s1_l4_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,5.44,0.8961,0.860281,0.9662999999999999,46,0.896067,False
