stage,stage_index,status,run_name,run_dir,elapsed_sec,test_acc,test_macro_f1,best_epoch,best_score,epochs,seed,lr,weight_decay,batch_size,classifier_hidden,classifier_dropout,command,rnn_hidden_size,rnn_layers,rnn_dropout,rnn_bidirectional
seed_eval,1,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed14,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed14,4.31,0.9157,0.887156,30,0.969728,80,14,0.0001,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0001 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --rnn-hidden-size 64 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,64,3,0.3,False
seed_eval,12,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed183,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed183,4.78,0.9129,0.872655,63,0.921856,80,183,0.0001,0.0002,128,128,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0002 --seed 183 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.35 --rnn-hidden-size 64 --rnn-layers 1 --rnn-dropout 0.1 --no-rnn-bidirectional,64,1,0.1,False
seed_eval,6,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed183,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed183,4.54,0.9101,0.882225,40,0.976959,80,183,0.0001,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0001 --seed 183 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --rnn-hidden-size 64 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,64,3,0.3,False
A,34,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed42,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed42,4.45,0.9073,0.875341,47,0.969728,80,42,0.0001,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0001 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --rnn-hidden-size 64 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,64,3,0.3,False
B,5,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed42,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed42,4.54,0.9073,0.875341,61,0.956241,80,42,0.0001,0.0002,128,128,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0002 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.35 --rnn-hidden-size 64 --rnn-layers 1 --rnn-dropout 0.1 --no-rnn-bidirectional,64,1,0.1,False
seed_eval,2,skipped_existing,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed42,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed42,0.0,0.9073,0.875341,47,0.969728,80,42,0.0001,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0001 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --rnn-hidden-size 64 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,64,3,0.3,False
seed_eval,8,skipped_existing,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed42,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l1_uni_do0.1_ep80_lr0.0001_wd0.0002_bs128_seed42,0.0,0.9073,0.875341,61,0.956241,80,42,0.0001,0.0002,128,128,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0002 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.35 --rnn-hidden-size 64 --rnn-layers 1 --rnn-dropout 0.1 --no-rnn-bidirectional,64,1,0.1,False
B,12,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h128_l3_uni_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed14,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h128_l3_uni_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed14,3.84,0.8989,0.871571,16,0.994277,80,14,0.0002,0.0005,128,64,0.2,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0005 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.2 --rnn-hidden-size 128 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,128,3,0.3,False
seed_eval,13,skipped_existing,gru_weld_seam_windows_ws5_tf75_pg0_h1_h128_l3_uni_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed14,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h128_l3_uni_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed14,0.0,0.8989,0.871571,16,0.994277,80,14,0.0002,0.0005,128,64,0.2,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0005 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.2 --rnn-hidden-size 128 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,128,3,0.3,False
seed_eval,4,success,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed100,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed100,5.0,0.8989,0.86842,60,0.959326,80,100,0.0001,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/gru --model gru --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0001 --seed 100 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --rnn-hidden-size 64 --rnn-layers 3 --rnn-dropout 0.3 --no-rnn-bidirectional,64,3,0.3,False
