stage,config_id,base_config_id,checkpoint_metric,seed,epochs,batch_size,temperature,lambda_ce,lambda_kd,lambda_feat,lr,weight_decay,student_tcn_dropout,student_tcn_layers,student_tcn_channels,student_classifier_hidden,student_classifier_dropout,student_attn_dropout,student_attn_ff_dim,student_tcn_dilation_base,job_output_root,stage_index,status,run_name,run_dir,elapsed_sec,gpu_id,teacher_manifest,command,log_path,test_acc,test_macro_f1,test_teacher_agreement,best_epoch,best_score,student_config_resolved
extension,extension_s3_s2_s1_l4_o4_c7_r3,s3_s2_s1_l4_o4_c7_r3,val_teacher_agreement,132,80,128,2.5,0.9,1.1,0.0,0.0003,0.00015,0.12,,64,64,0.3,0.05,,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/extension/extension_s3_s2_s1_l4_o4_c7_r3,19,success,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed132,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/extension/extension_s3_s2_s1_l4_o4_c7_r3/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed132,5.44,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/extension/extension_s3_s2_s1_l4_o4_c7_r3 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00015 --seed 132 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 2.5 --lambda-ce 0.9 --lambda-kd 1.1 --lambda-feat 0.0 --student-tcn-dropout 0.12 --student-tcn-channels 64 --student-classifier-hidden 64 --student-classifier-dropout 0.3 --student-attn-dropout 0.05 --student-tcn-dilation-base 1",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/extension_extension_s3_s2_s1_l4_o4_c7_r3_seed132.log,0.9887999999999999,0.984675,0.9719,2,0.862857,"{""attn_dropout"": 0.05, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.3, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 1, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage3,s3_s2_s1_l4_o4_c7_r5,s3_s2_s1_l4_o4_c7_r5,val_teacher_agreement,14,80,128,2.0,0.9,1.2000000000000002,0.1,0.0003,0.00015,0.12,,64,64,0.3,0.05,,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r5,10,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.2000000000000002_lf0.1_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r5/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.2000000000000002_lf0.1_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r5 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 2.0 --lambda-ce 0.9 --lambda-kd 1.2000000000000002 --lambda-feat 0.1 --student-tcn-dropout 0.12 --student-tcn-channels 64 --student-classifier-hidden 64 --student-classifier-dropout 0.3 --student-attn-dropout 0.05 --student-tcn-dilation-base 1",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage3_s3_s2_s1_l4_o4_c7_r5_seed14.log,0.9831,0.976478,0.9719,3,0.897143,"{""attn_dropout"": 0.05, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.3, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 1, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage2,s2_s1_l3_o2_c2,s2_s1_l3_o2_c2,val_teacher_agreement,14,80,128,3.5,0.7,1.4,0.3,0.0002,0.00015,0.12,,,64,0.4,0.1,,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l3_o2_c2,11,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l3_o2_c2/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l3_o2_c2 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 3.5 --lambda-ce 0.7 --lambda-kd 1.4 --lambda-feat 0.3 --student-tcn-dropout 0.12 --student-classifier-hidden 64 --student-classifier-dropout 0.4 --student-attn-dropout 0.1 --student-tcn-dilation-base 2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage2_s2_s1_l3_o2_c2_seed14.log,0.9803000000000001,0.973757,0.9634999999999999,4,0.891429,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage3,s3_s2_s1_l3_o2_c2_r3,s3_s2_s1_l3_o2_c2_r3,val_teacher_agreement,14,80,128,4.0,0.7,1.4,0.3,0.0002,0.00015,0.12,,,64,0.4,0.1,,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r3,3,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T4.0_lce0.7_lkd1.4_lf0.3_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r3/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T4.0_lce0.7_lkd1.4_lf0.3_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r3 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 4.0 --lambda-ce 0.7 --lambda-kd 1.4 --lambda-feat 0.3 --student-tcn-dropout 0.12 --student-classifier-hidden 64 --student-classifier-dropout 0.4 --student-attn-dropout 0.1 --student-tcn-dilation-base 2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage3_s3_s2_s1_l3_o2_c2_r3_seed14.log,0.9803000000000001,0.973757,0.9634999999999999,4,0.891429,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage3,s3_s2_s1_l3_o2_c2_r5,s3_s2_s1_l3_o2_c2_r5,val_teacher_agreement,14,80,128,3.5,0.7,1.5,0.3,0.0002,0.00015,0.12,,,64,0.4,0.1,,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r5,5,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.5_lf0.3_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r5/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.5_lf0.3_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l3_o2_c2_r5 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 3.5 --lambda-ce 0.7 --lambda-kd 1.5 --lambda-feat 0.3 --student-tcn-dropout 0.12 --student-classifier-hidden 64 --student-classifier-dropout 0.4 --student-attn-dropout 0.1 --student-tcn-dilation-base 2",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage3_s3_s2_s1_l3_o2_c2_r5_seed14.log,0.9803000000000001,0.973757,0.9634999999999999,4,0.891429,"{""attn_dropout"": 0.1, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.4, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 2, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage2,s2_s1_l4_o4_c7,s2_s1_l4_o4_c7,val_teacher_agreement,14,80,128,2.0,0.9,1.1,0.0,0.0003,0.00015,0.12,,64,64,0.3,0.05,,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l4_o4_c7,24,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l4_o4_c7/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.0_lce0.9_lkd1.1_lf0.0_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage2/s2_s1_l4_o4_c7 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 2.0 --lambda-ce 0.9 --lambda-kd 1.1 --lambda-feat 0.0 --student-tcn-dropout 0.12 --student-tcn-channels 64 --student-classifier-hidden 64 --student-classifier-dropout 0.3 --student-attn-dropout 0.05 --student-tcn-dilation-base 1",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage2_s2_s1_l4_o4_c7_seed14.log,0.9775,0.971053,0.9662999999999999,3,0.897143,"{""attn_dropout"": 0.05, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.3, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 1, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
stage3,s3_s2_s1_l4_o4_c7_r3,s3_s2_s1_l4_o4_c7_r3,val_teacher_agreement,14,80,128,2.5,0.9,1.1,0.0,0.0003,0.00015,0.12,,64,64,0.3,0.05,,1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r3,8,skipped_existing,distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r3/distill_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,0.0,2,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/manifests/best_teacher_h1.json,"/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/train_distill_single_tcn_student.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --teacher-ckpt /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/best_single_tcn.pth --teacher-run-args /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/outputs/teacher_h1_scan98_gpu1_v2/runs/single_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep60_lr0.0003_bs128_k3_l3_d0.08_lat64_wd0.00015_seed14/run_args.json --output-dir /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/stage3/s3_s2_s1_l4_o4_c7_r3 --drop-feature-indices 3,4,5,6,7 --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.00015 --seed 14 --class-weights auto --weighted-sampler --val-ratio 0.15 --early-stop-patience 16 --min-epochs 12 --checkpoint-metric val_teacher_agreement --temperature 2.5 --lambda-ce 0.9 --lambda-kd 1.1 --lambda-feat 0.0 --student-tcn-dropout 0.12 --student-tcn-channels 64 --student-classifier-hidden 64 --student-classifier-dropout 0.3 --student-attn-dropout 0.05 --student-tcn-dilation-base 1",/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/reports/comparison_18d_baselines/teacher_student_reference/student_h1_sweep/student_h1_scan96_20260326/logs/stage3_s3_s2_s1_l4_o4_c7_r3_seed14.log,0.9775,0.971053,0.9662999999999999,3,0.891429,"{""attn_dropout"": 0.05, ""attn_ff_dim"": 128, ""attn_heads"": 4, ""classifier_dropout"": 0.3, ""classifier_hidden"": 64, ""latent_dim"": 64, ""tcn_channels"": 64, ""tcn_dilation_base"": 1, ""tcn_dropout"": 0.12, ""tcn_kernel"": 3, ""tcn_layers"": 3}"
