model_name,method_slug,sample_index,seam_name,boundary_type,boundary_distance_bin,start_idx,target_idx,input_step,relative_step,relative_time_s,attention_weight,y_true,y_pred,correct
Student-only,student_only,122,c01,1->2,Near,148,153,0,-5,-0.05,0.08844199031591415,1,2,False
Student-only,student_only,122,c01,1->2,Near,148,153,1,-4,-0.04,0.16801118850708008,1,2,False
Student-only,student_only,122,c01,1->2,Near,148,153,2,-3,-0.03,0.16844837367534637,1,2,False
Student-only,student_only,122,c01,1->2,Near,148,153,3,-2,-0.02,0.1778026819229126,1,2,False
Student-only,student_only,122,c01,1->2,Near,148,153,4,-1,-0.01,0.3972957730293274,1,2,False
Student-only,student_only,148,a01,1->2,Near,218,223,0,-5,-0.05,0.10589256137609482,1,1,True
Student-only,student_only,148,a01,1->2,Near,218,223,1,-4,-0.04,0.18903140723705292,1,1,True
Student-only,student_only,148,a01,1->2,Near,218,223,2,-3,-0.03,0.16612428426742554,1,1,True
Student-only,student_only,148,a01,1->2,Near,218,223,3,-2,-0.02,0.17306561768054962,1,1,True
Student-only,student_only,148,a01,1->2,Near,218,223,4,-1,-0.01,0.3658861219882965,1,1,True
Student-only,student_only,282,b01,1->2,Near,284,289,0,-5,-0.05,0.14948353171348572,1,2,False
Student-only,student_only,282,b01,1->2,Near,284,289,1,-4,-0.04,0.21910692751407623,1,2,False
Student-only,student_only,282,b01,1->2,Near,284,289,2,-3,-0.03,0.08473046123981476,1,2,False
Student-only,student_only,282,b01,1->2,Near,284,289,3,-2,-0.02,0.12201645225286484,1,2,False
Student-only,student_only,282,b01,1->2,Near,284,289,4,-1,-0.01,0.42466261982917786,1,2,False
Student-only,student_only,289,c01,1->2,Near,147,152,0,-5,-0.05,0.11114267259836197,1,1,True
Student-only,student_only,289,c01,1->2,Near,147,152,1,-4,-0.04,0.15140573680400848,1,1,True
Student-only,student_only,289,c01,1->2,Near,147,152,2,-3,-0.03,0.16209052503108978,1,1,True
Student-only,student_only,289,c01,1->2,Near,147,152,3,-2,-0.02,0.19020164012908936,1,1,True
Student-only,student_only,289,c01,1->2,Near,147,152,4,-1,-0.01,0.3851594030857086,1,1,True
Student-only,student_only,127,b01,1->2,Near,283,288,0,-5,-0.05,0.0976395532488823,1,2,False
Student-only,student_only,127,b01,1->2,Near,283,288,1,-4,-0.04,0.28450578451156616,1,2,False
Student-only,student_only,127,b01,1->2,Near,283,288,2,-3,-0.03,0.158986434340477,1,2,False
Student-only,student_only,127,b01,1->2,Near,283,288,3,-2,-0.02,0.08106597512960434,1,2,False
Student-only,student_only,127,b01,1->2,Near,283,288,4,-1,-0.01,0.3778022527694702,1,2,False
Student-only,student_only,236,a01,1->2,Near,217,222,0,-5,-0.05,0.0932145044207573,1,1,True
Student-only,student_only,236,a01,1->2,Near,217,222,1,-4,-0.04,0.14470672607421875,1,1,True
Student-only,student_only,236,a01,1->2,Near,217,222,2,-3,-0.03,0.18635398149490356,1,1,True
Student-only,student_only,236,a01,1->2,Near,217,222,3,-2,-0.02,0.20057189464569092,1,1,True
Student-only,student_only,236,a01,1->2,Near,217,222,4,-1,-0.01,0.3751528561115265,1,1,True
Student-only,student_only,273,c01,1->2,Near,146,151,0,-5,-0.05,0.10147623717784882,1,2,False
Student-only,student_only,273,c01,1->2,Near,146,151,1,-4,-0.04,0.18144206702709198,1,2,False
Student-only,student_only,273,c01,1->2,Near,146,151,2,-3,-0.03,0.1455347090959549,1,2,False
Student-only,student_only,273,c01,1->2,Near,146,151,3,-2,-0.02,0.1795724481344223,1,2,False
Student-only,student_only,273,c01,1->2,Near,146,151,4,-1,-0.01,0.391974538564682,1,2,False
Student-only,student_only,79,b01,1->2,Near,282,287,0,-5,-0.05,0.15052376687526703,1,2,False
Student-only,student_only,79,b01,1->2,Near,282,287,1,-4,-0.04,0.22155387699604034,1,2,False
Student-only,student_only,79,b01,1->2,Near,282,287,2,-3,-0.03,0.28327006101608276,1,2,False
Student-only,student_only,79,b01,1->2,Near,282,287,3,-2,-0.02,0.1691291481256485,1,2,False
Student-only,student_only,79,b01,1->2,Near,282,287,4,-1,-0.01,0.17552319169044495,1,2,False
Student-only,student_only,169,a01,1->2,Near,216,221,0,-5,-0.05,0.08964988589286804,1,1,True
Student-only,student_only,169,a01,1->2,Near,216,221,1,-4,-0.04,0.16927307844161987,1,1,True
Student-only,student_only,169,a01,1->2,Near,216,221,2,-3,-0.03,0.1782599836587906,1,1,True
Student-only,student_only,169,a01,1->2,Near,216,221,3,-2,-0.02,0.1895730346441269,1,1,True
Student-only,student_only,169,a01,1->2,Near,216,221,4,-1,-0.01,0.3732440173625946,1,1,True
Student-only,student_only,350,c01,1->2,Near,145,150,0,-5,-0.05,0.09006544202566147,1,2,False
Student-only,student_only,350,c01,1->2,Near,145,150,1,-4,-0.04,0.1660592406988144,1,2,False
Student-only,student_only,350,c01,1->2,Near,145,150,2,-3,-0.03,0.17745381593704224,1,2,False
Student-only,student_only,350,c01,1->2,Near,145,150,3,-2,-0.02,0.15606427192687988,1,2,False
Student-only,student_only,350,c01,1->2,Near,145,150,4,-1,-0.01,0.4103572368621826,1,2,False
SEAL-Weld Student,seal_weld_student,9,c02,0->1,Near,84,89,0,-5,-0.05,0.21454301476478577,0,1,False
SEAL-Weld Student,seal_weld_student,9,c02,0->1,Near,84,89,1,-4,-0.04,0.22801434993743896,0,1,False
SEAL-Weld Student,seal_weld_student,9,c02,0->1,Near,84,89,2,-3,-0.03,0.1689719259738922,0,1,False
SEAL-Weld Student,seal_weld_student,9,c02,0->1,Near,84,89,3,-2,-0.02,0.20708084106445312,0,1,False
SEAL-Weld Student,seal_weld_student,9,c02,0->1,Near,84,89,4,-1,-0.01,0.18138989806175232,0,1,False
SEAL-Weld Student,seal_weld_student,42,a01,0->1,Near,103,108,0,-5,-0.05,0.19817864894866943,0,0,True
SEAL-Weld Student,seal_weld_student,42,a01,0->1,Near,103,108,1,-4,-0.04,0.20916888117790222,0,0,True
SEAL-Weld Student,seal_weld_student,42,a01,0->1,Near,103,108,2,-3,-0.03,0.1872130185365677,0,0,True
SEAL-Weld Student,seal_weld_student,42,a01,0->1,Near,103,108,3,-2,-0.02,0.21100342273712158,0,0,True
SEAL-Weld Student,seal_weld_student,42,a01,0->1,Near,103,108,4,-1,-0.01,0.19443601369857788,0,0,True
SEAL-Weld Student,seal_weld_student,120,b01,0->1,Near,143,148,0,-5,-0.05,0.2166690081357956,0,1,False
SEAL-Weld Student,seal_weld_student,120,b01,0->1,Near,143,148,1,-4,-0.04,0.20376689732074738,0,1,False
SEAL-Weld Student,seal_weld_student,120,b01,0->1,Near,143,148,2,-3,-0.03,0.1991354078054428,0,1,False
SEAL-Weld Student,seal_weld_student,120,b01,0->1,Near,143,148,3,-2,-0.02,0.20176224410533905,0,1,False
SEAL-Weld Student,seal_weld_student,120,b01,0->1,Near,143,148,4,-1,-0.01,0.17866642773151398,0,1,False
SEAL-Weld Student,seal_weld_student,249,c01,0->1,Near,28,33,0,-5,-0.05,0.2068781852722168,0,0,True
SEAL-Weld Student,seal_weld_student,249,c01,0->1,Near,28,33,1,-4,-0.04,0.1808980107307434,0,0,True
SEAL-Weld Student,seal_weld_student,249,c01,0->1,Near,28,33,2,-3,-0.03,0.1876959353685379,0,0,True
SEAL-Weld Student,seal_weld_student,249,c01,0->1,Near,28,33,3,-2,-0.02,0.20396089553833008,0,0,True
SEAL-Weld Student,seal_weld_student,249,c01,0->1,Near,28,33,4,-1,-0.01,0.22056695818901062,0,0,True
SEAL-Weld Student,seal_weld_student,114,b01,0->1,Near,142,147,0,-5,-0.05,0.20053410530090332,0,0,True
SEAL-Weld Student,seal_weld_student,114,b01,0->1,Near,142,147,1,-4,-0.04,0.19427640736103058,0,0,True
SEAL-Weld Student,seal_weld_student,114,b01,0->1,Near,142,147,2,-3,-0.03,0.1956353634595871,0,0,True
SEAL-Weld Student,seal_weld_student,114,b01,0->1,Near,142,147,3,-2,-0.02,0.21987605094909668,0,0,True
SEAL-Weld Student,seal_weld_student,114,b01,0->1,Near,142,147,4,-1,-0.01,0.1896781027317047,0,0,True
SEAL-Weld Student,seal_weld_student,189,c01,0->1,Near,27,32,0,-5,-0.05,0.18392516672611237,0,0,True
SEAL-Weld Student,seal_weld_student,189,c01,0->1,Near,27,32,1,-4,-0.04,0.1842561513185501,0,0,True
SEAL-Weld Student,seal_weld_student,189,c01,0->1,Near,27,32,2,-3,-0.03,0.19061514735221863,0,0,True
SEAL-Weld Student,seal_weld_student,189,c01,0->1,Near,27,32,3,-2,-0.02,0.23210792243480682,0,0,True
SEAL-Weld Student,seal_weld_student,189,c01,0->1,Near,27,32,4,-1,-0.01,0.20909562706947327,0,0,True
SEAL-Weld Student,seal_weld_student,247,a01,0->1,Near,102,107,0,-5,-0.05,0.22114798426628113,0,0,True
SEAL-Weld Student,seal_weld_student,247,a01,0->1,Near,102,107,1,-4,-0.04,0.19192880392074585,0,0,True
SEAL-Weld Student,seal_weld_student,247,a01,0->1,Near,102,107,2,-3,-0.03,0.19548651576042175,0,0,True
SEAL-Weld Student,seal_weld_student,247,a01,0->1,Near,102,107,3,-2,-0.02,0.19296079874038696,0,0,True
SEAL-Weld Student,seal_weld_student,247,a01,0->1,Near,102,107,4,-1,-0.01,0.1984759122133255,0,0,True
SEAL-Weld Student,seal_weld_student,286,c02,0->1,Near,83,88,0,-5,-0.05,0.2137448787689209,0,0,True
SEAL-Weld Student,seal_weld_student,286,c02,0->1,Near,83,88,1,-4,-0.04,0.208296537399292,0,0,True
SEAL-Weld Student,seal_weld_student,286,c02,0->1,Near,83,88,2,-3,-0.03,0.2053128480911255,0,0,True
SEAL-Weld Student,seal_weld_student,286,c02,0->1,Near,83,88,3,-2,-0.02,0.2036096155643463,0,0,True
SEAL-Weld Student,seal_weld_student,286,c02,0->1,Near,83,88,4,-1,-0.01,0.16903619468212128,0,0,True
SEAL-Weld Student,seal_weld_student,121,a01,0->1,Near,101,106,0,-5,-0.05,0.22210271656513214,0,0,True
SEAL-Weld Student,seal_weld_student,121,a01,0->1,Near,101,106,1,-4,-0.04,0.22058868408203125,0,0,True
SEAL-Weld Student,seal_weld_student,121,a01,0->1,Near,101,106,2,-3,-0.03,0.17476682364940643,0,0,True
SEAL-Weld Student,seal_weld_student,121,a01,0->1,Near,101,106,3,-2,-0.02,0.21352237462997437,0,0,True
SEAL-Weld Student,seal_weld_student,121,a01,0->1,Near,101,106,4,-1,-0.01,0.16901950538158417,0,0,True
SEAL-Weld Student,seal_weld_student,132,c02,0->1,Near,82,87,0,-5,-0.05,0.20383068919181824,0,1,False
SEAL-Weld Student,seal_weld_student,132,c02,0->1,Near,82,87,1,-4,-0.04,0.19810280203819275,0,1,False
SEAL-Weld Student,seal_weld_student,132,c02,0->1,Near,82,87,2,-3,-0.03,0.1903049349784851,0,1,False
SEAL-Weld Student,seal_weld_student,132,c02,0->1,Near,82,87,3,-2,-0.02,0.22411493957042694,0,1,False
SEAL-Weld Student,seal_weld_student,132,c02,0->1,Near,82,87,4,-1,-0.01,0.18364663422107697,0,1,False
SEAL-Weld Student,seal_weld_student,343,b01,0->1,Near,141,146,0,-5,-0.05,0.20478864014148712,0,0,True
SEAL-Weld Student,seal_weld_student,343,b01,0->1,Near,141,146,1,-4,-0.04,0.18486425280570984,0,0,True
SEAL-Weld Student,seal_weld_student,343,b01,0->1,Near,141,146,2,-3,-0.03,0.20632191002368927,0,0,True
SEAL-Weld Student,seal_weld_student,343,b01,0->1,Near,141,146,3,-2,-0.02,0.208126038312912,0,0,True
SEAL-Weld Student,seal_weld_student,343,b01,0->1,Near,141,146,4,-1,-0.01,0.19589918851852417,0,0,True
SEAL-Weld Student,seal_weld_student,151,b01,0->1,Near,140,145,0,-5,-0.05,0.1909288465976715,0,0,True
SEAL-Weld Student,seal_weld_student,151,b01,0->1,Near,140,145,1,-4,-0.04,0.2383972406387329,0,0,True
SEAL-Weld Student,seal_weld_student,151,b01,0->1,Near,140,145,2,-3,-0.03,0.16681762039661407,0,0,True
SEAL-Weld Student,seal_weld_student,151,b01,0->1,Near,140,145,3,-2,-0.02,0.22084584832191467,0,0,True
SEAL-Weld Student,seal_weld_student,151,b01,0->1,Near,140,145,4,-1,-0.01,0.18301047384738922,0,0,True
SEAL-Weld Student,seal_weld_student,215,c01,0->1,Near,25,30,0,-5,-0.05,0.2064705789089203,0,0,True
SEAL-Weld Student,seal_weld_student,215,c01,0->1,Near,25,30,1,-4,-0.04,0.1945447474718094,0,0,True
SEAL-Weld Student,seal_weld_student,215,c01,0->1,Near,25,30,2,-3,-0.03,0.17508944869041443,0,0,True
SEAL-Weld Student,seal_weld_student,215,c01,0->1,Near,25,30,3,-2,-0.02,0.2016439437866211,0,0,True
SEAL-Weld Student,seal_weld_student,215,c01,0->1,Near,25,30,4,-1,-0.01,0.22225132584571838,0,0,True
SEAL-Weld Student,seal_weld_student,346,a01,0->1,Near,100,105,0,-5,-0.05,0.24460895359516144,0,0,True
SEAL-Weld Student,seal_weld_student,346,a01,0->1,Near,100,105,1,-4,-0.04,0.18974773585796356,0,0,True
SEAL-Weld Student,seal_weld_student,346,a01,0->1,Near,100,105,2,-3,-0.03,0.196015402674675,0,0,True
SEAL-Weld Student,seal_weld_student,346,a01,0->1,Near,100,105,3,-2,-0.02,0.18276704847812653,0,0,True
SEAL-Weld Student,seal_weld_student,346,a01,0->1,Near,100,105,4,-1,-0.01,0.1868608295917511,0,0,True
SEAL-Weld Student,seal_weld_student,17,a01,0->1,Near,99,104,0,-5,-0.05,0.24816486239433289,0,0,True
SEAL-Weld Student,seal_weld_student,17,a01,0->1,Near,99,104,1,-4,-0.04,0.24730531871318817,0,0,True
SEAL-Weld Student,seal_weld_student,17,a01,0->1,Near,99,104,2,-3,-0.03,0.17479060590267181,0,0,True
SEAL-Weld Student,seal_weld_student,17,a01,0->1,Near,99,104,3,-2,-0.02,0.1901206225156784,0,0,True
SEAL-Weld Student,seal_weld_student,17,a01,0->1,Near,99,104,4,-1,-0.01,0.13961859047412872,0,0,True
SEAL-Weld Student,seal_weld_student,270,b01,0->1,Near,139,144,0,-5,-0.05,0.24117664992809296,0,0,True
SEAL-Weld Student,seal_weld_student,270,b01,0->1,Near,139,144,1,-4,-0.04,0.2023073136806488,0,0,True
SEAL-Weld Student,seal_weld_student,270,b01,0->1,Near,139,144,2,-3,-0.03,0.17400719225406647,0,0,True
SEAL-Weld Student,seal_weld_student,270,b01,0->1,Near,139,144,3,-2,-0.02,0.19928427040576935,0,0,True
SEAL-Weld Student,seal_weld_student,270,b01,0->1,Near,139,144,4,-1,-0.01,0.1832246482372284,0,0,True
SEAL-Weld Student,seal_weld_student,53,c02,1->2,Near,107,112,0,-5,-0.05,0.1650143265724182,1,1,True
SEAL-Weld Student,seal_weld_student,53,c02,1->2,Near,107,112,1,-4,-0.04,0.21946406364440918,1,1,True
SEAL-Weld Student,seal_weld_student,53,c02,1->2,Near,107,112,2,-3,-0.03,0.23216360807418823,1,1,True
SEAL-Weld Student,seal_weld_student,53,c02,1->2,Near,107,112,3,-2,-0.02,0.1891288161277771,1,1,True
SEAL-Weld Student,seal_weld_student,53,c02,1->2,Near,107,112,4,-1,-0.01,0.19422906637191772,1,1,True
SEAL-Weld Student,seal_weld_student,131,c01,1->2,Near,149,154,0,-5,-0.05,0.20810195803642273,1,1,True
SEAL-Weld Student,seal_weld_student,131,c01,1->2,Near,149,154,1,-4,-0.04,0.20590153336524963,1,1,True
SEAL-Weld Student,seal_weld_student,131,c01,1->2,Near,149,154,2,-3,-0.03,0.1825946569442749,1,1,True
SEAL-Weld Student,seal_weld_student,131,c01,1->2,Near,149,154,3,-2,-0.02,0.20176370441913605,1,1,True
SEAL-Weld Student,seal_weld_student,131,c01,1->2,Near,149,154,4,-1,-0.01,0.2016381323337555,1,1,True
SEAL-Weld Student,seal_weld_student,263,a01,1->2,Near,220,225,0,-5,-0.05,0.18196424841880798,1,1,True
SEAL-Weld Student,seal_weld_student,263,a01,1->2,Near,220,225,1,-4,-0.04,0.2090652734041214,1,1,True
SEAL-Weld Student,seal_weld_student,263,a01,1->2,Near,220,225,2,-3,-0.03,0.19040276110172272,1,1,True
SEAL-Weld Student,seal_weld_student,263,a01,1->2,Near,220,225,3,-2,-0.02,0.21734218299388885,1,1,True
SEAL-Weld Student,seal_weld_student,263,a01,1->2,Near,220,225,4,-1,-0.01,0.20122556388378143,1,1,True
SEAL-Weld Student,seal_weld_student,268,b01,1->2,Near,286,291,0,-5,-0.05,0.2474924623966217,1,1,True
SEAL-Weld Student,seal_weld_student,268,b01,1->2,Near,286,291,1,-4,-0.04,0.18236282467842102,1,1,True
SEAL-Weld Student,seal_weld_student,268,b01,1->2,Near,286,291,2,-3,-0.03,0.19181470572948456,1,1,True
SEAL-Weld Student,seal_weld_student,268,b01,1->2,Near,286,291,3,-2,-0.02,0.19895349442958832,1,1,True
SEAL-Weld Student,seal_weld_student,268,b01,1->2,Near,286,291,4,-1,-0.01,0.17937645316123962,1,1,True
SEAL-Weld Student,seal_weld_student,21,b01,1->2,Near,285,290,0,-5,-0.05,0.21643057465553284,1,1,True
SEAL-Weld Student,seal_weld_student,21,b01,1->2,Near,285,290,1,-4,-0.04,0.22020724415779114,1,1,True
SEAL-Weld Student,seal_weld_student,21,b01,1->2,Near,285,290,2,-3,-0.03,0.16181015968322754,1,1,True
SEAL-Weld Student,seal_weld_student,21,b01,1->2,Near,285,290,3,-2,-0.02,0.19376614689826965,1,1,True
SEAL-Weld Student,seal_weld_student,21,b01,1->2,Near,285,290,4,-1,-0.01,0.20778584480285645,1,1,True
SEAL-Weld Student,seal_weld_student,63,a01,1->2,Near,219,224,0,-5,-0.05,0.22708041965961456,1,1,True
SEAL-Weld Student,seal_weld_student,63,a01,1->2,Near,219,224,1,-4,-0.04,0.18411068618297577,1,1,True
SEAL-Weld Student,seal_weld_student,63,a01,1->2,Near,219,224,2,-3,-0.03,0.19828061759471893,1,1,True
SEAL-Weld Student,seal_weld_student,63,a01,1->2,Near,219,224,3,-2,-0.02,0.19847941398620605,1,1,True
SEAL-Weld Student,seal_weld_student,63,a01,1->2,Near,219,224,4,-1,-0.01,0.1920488327741623,1,1,True
SEAL-Weld Student,seal_weld_student,122,c01,1->2,Near,148,153,0,-5,-0.05,0.1904982030391693,1,1,True
SEAL-Weld Student,seal_weld_student,122,c01,1->2,Near,148,153,1,-4,-0.04,0.2160099744796753,1,1,True
SEAL-Weld Student,seal_weld_student,122,c01,1->2,Near,148,153,2,-3,-0.03,0.19307349622249603,1,1,True
SEAL-Weld Student,seal_weld_student,122,c01,1->2,Near,148,153,3,-2,-0.02,0.20687249302864075,1,1,True
SEAL-Weld Student,seal_weld_student,122,c01,1->2,Near,148,153,4,-1,-0.01,0.1935458481311798,1,1,True
SEAL-Weld Student,seal_weld_student,148,a01,1->2,Near,218,223,0,-5,-0.05,0.18916574120521545,1,1,True
SEAL-Weld Student,seal_weld_student,148,a01,1->2,Near,218,223,1,-4,-0.04,0.20209303498268127,1,1,True
SEAL-Weld Student,seal_weld_student,148,a01,1->2,Near,218,223,2,-3,-0.03,0.16912248730659485,1,1,True
SEAL-Weld Student,seal_weld_student,148,a01,1->2,Near,218,223,3,-2,-0.02,0.22934040427207947,1,1,True
SEAL-Weld Student,seal_weld_student,148,a01,1->2,Near,218,223,4,-1,-0.01,0.21027830243110657,1,1,True
SEAL-Weld Student,seal_weld_student,282,b01,1->2,Near,284,289,0,-5,-0.05,0.1626398116350174,1,1,True
SEAL-Weld Student,seal_weld_student,282,b01,1->2,Near,284,289,1,-4,-0.04,0.17861875891685486,1,1,True
SEAL-Weld Student,seal_weld_student,282,b01,1->2,Near,284,289,2,-3,-0.03,0.18203940987586975,1,1,True
SEAL-Weld Student,seal_weld_student,282,b01,1->2,Near,284,289,3,-2,-0.02,0.13812999427318573,1,1,True
SEAL-Weld Student,seal_weld_student,282,b01,1->2,Near,284,289,4,-1,-0.01,0.33857211470603943,1,1,True
SEAL-Weld Student,seal_weld_student,289,c01,1->2,Near,147,152,0,-5,-0.05,0.180890291929245,1,1,True
SEAL-Weld Student,seal_weld_student,289,c01,1->2,Near,147,152,1,-4,-0.04,0.18797069787979126,1,1,True
SEAL-Weld Student,seal_weld_student,289,c01,1->2,Near,147,152,2,-3,-0.03,0.1953382045030594,1,1,True
SEAL-Weld Student,seal_weld_student,289,c01,1->2,Near,147,152,3,-2,-0.02,0.23013536632061005,1,1,True
SEAL-Weld Student,seal_weld_student,289,c01,1->2,Near,147,152,4,-1,-0.01,0.2056654393672943,1,1,True
SEAL-Weld Student,seal_weld_student,127,b01,1->2,Near,283,288,0,-5,-0.05,0.15890809893608093,1,1,True
SEAL-Weld Student,seal_weld_student,127,b01,1->2,Near,283,288,1,-4,-0.04,0.23117487132549286,1,1,True
SEAL-Weld Student,seal_weld_student,127,b01,1->2,Near,283,288,2,-3,-0.03,0.18055099248886108,1,1,True
SEAL-Weld Student,seal_weld_student,127,b01,1->2,Near,283,288,3,-2,-0.02,0.261042982339859,1,1,True
SEAL-Weld Student,seal_weld_student,127,b01,1->2,Near,283,288,4,-1,-0.01,0.1683230698108673,1,1,True
SEAL-Weld Student,seal_weld_student,236,a01,1->2,Near,217,222,0,-5,-0.05,0.2516389787197113,1,1,True
SEAL-Weld Student,seal_weld_student,236,a01,1->2,Near,217,222,1,-4,-0.04,0.19899743795394897,1,1,True
SEAL-Weld Student,seal_weld_student,236,a01,1->2,Near,217,222,2,-3,-0.03,0.19021445512771606,1,1,True
SEAL-Weld Student,seal_weld_student,236,a01,1->2,Near,217,222,3,-2,-0.02,0.1846126914024353,1,1,True
SEAL-Weld Student,seal_weld_student,236,a01,1->2,Near,217,222,4,-1,-0.01,0.17453645169734955,1,1,True
SEAL-Weld Student,seal_weld_student,273,c01,1->2,Near,146,151,0,-5,-0.05,0.23280194401741028,1,1,True
SEAL-Weld Student,seal_weld_student,273,c01,1->2,Near,146,151,1,-4,-0.04,0.20254404842853546,1,1,True
SEAL-Weld Student,seal_weld_student,273,c01,1->2,Near,146,151,2,-3,-0.03,0.17239229381084442,1,1,True
SEAL-Weld Student,seal_weld_student,273,c01,1->2,Near,146,151,3,-2,-0.02,0.1997874230146408,1,1,True
SEAL-Weld Student,seal_weld_student,273,c01,1->2,Near,146,151,4,-1,-0.01,0.19247424602508545,1,1,True
SEAL-Weld Student,seal_weld_student,79,b01,1->2,Near,282,287,0,-5,-0.05,0.2147202491760254,1,1,True
SEAL-Weld Student,seal_weld_student,79,b01,1->2,Near,282,287,1,-4,-0.04,0.1821514368057251,1,1,True
SEAL-Weld Student,seal_weld_student,79,b01,1->2,Near,282,287,2,-3,-0.03,0.185903400182724,1,1,True
SEAL-Weld Student,seal_weld_student,79,b01,1->2,Near,282,287,3,-2,-0.02,0.17863181233406067,1,1,True
SEAL-Weld Student,seal_weld_student,79,b01,1->2,Near,282,287,4,-1,-0.01,0.23859307169914246,1,1,True
SEAL-Weld Student,seal_weld_student,169,a01,1->2,Near,216,221,0,-5,-0.05,0.16599151492118835,1,1,True
SEAL-Weld Student,seal_weld_student,169,a01,1->2,Near,216,221,1,-4,-0.04,0.2182399481534958,1,1,True
SEAL-Weld Student,seal_weld_student,169,a01,1->2,Near,216,221,2,-3,-0.03,0.1764083057641983,1,1,True
SEAL-Weld Student,seal_weld_student,169,a01,1->2,Near,216,221,3,-2,-0.02,0.23047113418579102,1,1,True
SEAL-Weld Student,seal_weld_student,169,a01,1->2,Near,216,221,4,-1,-0.01,0.2088891565799713,1,1,True
SEAL-Weld Student,seal_weld_student,350,c01,1->2,Near,145,150,0,-5,-0.05,0.2059991955757141,1,1,True
SEAL-Weld Student,seal_weld_student,350,c01,1->2,Near,145,150,1,-4,-0.04,0.24328099191188812,1,1,True
SEAL-Weld Student,seal_weld_student,350,c01,1->2,Near,145,150,2,-3,-0.03,0.19349417090415955,1,1,True
SEAL-Weld Student,seal_weld_student,350,c01,1->2,Near,145,150,3,-2,-0.02,0.192989781498909,1,1,True
SEAL-Weld Student,seal_weld_student,350,c01,1->2,Near,145,150,4,-1,-0.01,0.1642358899116516,1,1,True
