model_name,sample_index,x_2d,y_2d,y_true,y_pred,correct,seam_name,start_idx,target_idx,projection_method,projection_space,projection_random_state
Teacher,267,6.0734405517578125,-7.852182388305664,2,2,True,a01,506,511,umap,strict_raw_latent,42
Teacher,268,13.421263694763184,16.325223922729492,1,1,True,b01,286,291,umap,strict_raw_latent,42
Teacher,269,13.154454231262207,15.991747856140137,1,1,True,b01,264,269,umap,strict_raw_latent,42
Teacher,270,8.803194046020508,18.989336013793945,0,0,True,b01,139,144,umap,strict_raw_latent,42
Teacher,271,7.987805366516113,-1.3475582599639893,2,2,True,c02,221,226,umap,strict_raw_latent,42
Teacher,272,9.41064453125,18.676677703857422,0,0,True,b01,111,116,umap,strict_raw_latent,42
Teacher,273,10.993557929992676,15.280186653137207,1,1,True,c01,146,151,umap,strict_raw_latent,42
Teacher,274,7.575830459594727,-2.5342962741851807,2,2,True,b01,567,572,umap,strict_raw_latent,42
Teacher,275,5.59111213684082,-7.9215312004089355,2,2,True,a01,518,523,umap,strict_raw_latent,42
Teacher,276,8.727935791015625,-2.526733875274658,2,2,True,b01,555,560,umap,strict_raw_latent,42
Teacher,277,9.254415512084961,18.82120704650879,0,0,True,b01,130,135,umap,strict_raw_latent,42
Teacher,278,7.770272254943848,-1.369496464729309,2,2,True,c02,224,229,umap,strict_raw_latent,42
Teacher,279,9.159212112426758,19.823219299316406,0,0,True,a01,89,94,umap,strict_raw_latent,42
Teacher,280,9.577653884887695,18.978824615478516,0,0,True,b01,118,123,umap,strict_raw_latent,42
Teacher,281,6.0024237632751465,-8.241546630859375,2,2,True,a01,528,533,umap,strict_raw_latent,42
Teacher,282,13.446816444396973,16.340879440307617,1,1,True,b01,284,289,umap,strict_raw_latent,42
Teacher,283,6.027548313140869,-8.303833961486816,2,2,True,a01,526,531,umap,strict_raw_latent,42
Teacher,284,8.834009170532227,-2.405139684677124,2,2,True,b01,535,540,umap,strict_raw_latent,42
Teacher,285,7.193309307098389,-2.8736190795898438,2,2,True,b01,576,581,umap,strict_raw_latent,42
Teacher,286,9.896683692932129,17.971511840820312,0,0,True,c02,83,88,umap,strict_raw_latent,42
Teacher,287,7.255910396575928,-2.396829605102539,2,2,True,b01,563,568,umap,strict_raw_latent,42
Teacher,288,7.19124698638916,-2.6070408821105957,2,2,True,b01,564,569,umap,strict_raw_latent,42
Teacher,289,11.04025650024414,15.335175514221191,1,1,True,c01,147,152,umap,strict_raw_latent,42
Teacher,290,5.817324161529541,-8.068068504333496,2,2,True,a01,534,539,umap,strict_raw_latent,42
Teacher,291,5.972507953643799,-7.403010368347168,2,2,True,a01,498,503,umap,strict_raw_latent,42
Teacher,292,9.324089050292969,19.61518096923828,0,0,True,a01,82,87,umap,strict_raw_latent,42
Teacher,293,9.422399520874023,18.84827423095703,0,0,True,b01,114,119,umap,strict_raw_latent,42
Teacher,294,13.161925315856934,16.015886306762695,1,1,True,b01,256,261,umap,strict_raw_latent,42
Teacher,295,8.807197570800781,-2.47243332862854,2,2,True,b01,539,544,umap,strict_raw_latent,42
Teacher,296,13.346489906311035,16.231969833374023,1,1,True,b01,277,282,umap,strict_raw_latent,42
Teacher,297,-9.042701721191406,-2.085538625717163,1,1,True,a01,210,215,umap,strict_raw_latent,42
Teacher,298,5.554032802581787,-7.7772674560546875,2,2,True,a01,540,545,umap,strict_raw_latent,42
Teacher,299,9.700713157653809,18.333168029785156,0,0,True,c02,73,78,umap,strict_raw_latent,42
Teacher,300,7.225326061248779,-2.929335594177246,2,2,True,b01,575,580,umap,strict_raw_latent,42
Teacher,301,6.352714538574219,-7.178987979888916,2,2,True,a01,492,497,umap,strict_raw_latent,42
Teacher,302,9.656155586242676,18.349790573120117,0,0,True,c02,71,76,umap,strict_raw_latent,42
Teacher,303,6.109224796295166,-7.506303787231445,2,2,True,a01,494,499,umap,strict_raw_latent,42
Teacher,304,-8.904633522033691,-1.947412133216858,1,1,True,a01,205,210,umap,strict_raw_latent,42
Teacher,305,5.942904949188232,-8.279481887817383,2,2,True,a01,520,525,umap,strict_raw_latent,42
Teacher,306,6.981762886047363,-2.5551846027374268,2,2,True,b01,602,607,umap,strict_raw_latent,42
Teacher,307,7.09138822555542,-2.547461986541748,2,2,True,b01,607,612,umap,strict_raw_latent,42
Teacher,308,9.294618606567383,18.653963088989258,0,0,True,b01,125,130,umap,strict_raw_latent,42
Teacher,309,6.694308280944824,-1.742720603942871,2,2,True,b01,594,599,umap,strict_raw_latent,42
Teacher,310,7.420555114746094,-1.9263064861297607,2,2,True,c01,213,218,umap,strict_raw_latent,42
Teacher,311,13.35324478149414,16.23007583618164,1,1,True,b01,280,285,umap,strict_raw_latent,42
Teacher,312,7.081198692321777,-2.3583879470825195,2,2,True,b01,604,609,umap,strict_raw_latent,42
Teacher,313,6.7130632400512695,-1.8090816736221313,2,2,True,b01,587,592,umap,strict_raw_latent,42
Teacher,314,6.670660972595215,-1.7319729328155518,2,1,False,b01,591,596,umap,strict_raw_latent,42
Teacher,315,9.464960098266602,18.49309539794922,0,0,True,c02,68,73,umap,strict_raw_latent,42
Teacher,316,13.210466384887695,16.06257438659668,1,1,True,b01,272,277,umap,strict_raw_latent,42
Teacher,317,5.501824855804443,-7.768725872039795,2,2,True,a01,542,547,umap,strict_raw_latent,42
Teacher,318,9.716348648071289,18.331655502319336,0,0,True,c02,74,79,umap,strict_raw_latent,42
Teacher,319,9.263787269592285,18.639785766601562,0,0,True,b01,126,131,umap,strict_raw_latent,42
Teacher,320,13.22982120513916,15.953609466552734,1,1,True,b01,265,270,umap,strict_raw_latent,42
Teacher,321,11.379047393798828,15.648348808288574,1,1,True,c01,130,135,umap,strict_raw_latent,42
Teacher,322,8.244300842285156,-2.69118332862854,2,2,True,b01,559,564,umap,strict_raw_latent,42
Teacher,323,11.410162925720215,15.69720458984375,1,1,True,c01,128,133,umap,strict_raw_latent,42
Teacher,324,9.641014099121094,18.719167709350586,0,0,True,b01,123,128,umap,strict_raw_latent,42
Teacher,325,7.099667549133301,-2.3759357929229736,2,2,True,b01,601,606,umap,strict_raw_latent,42
Teacher,326,4.960723876953125,-8.003337860107422,2,2,True,a01,545,550,umap,strict_raw_latent,42
Teacher,327,13.213838577270508,16.053064346313477,1,1,True,b01,269,274,umap,strict_raw_latent,42
Teacher,328,8.099934577941895,-1.281764268875122,2,2,True,c02,216,221,umap,strict_raw_latent,42
Teacher,329,5.977853298187256,-8.280932426452637,2,2,True,a01,522,527,umap,strict_raw_latent,42
Teacher,330,6.052169322967529,-8.295432090759277,2,2,True,a01,508,513,umap,strict_raw_latent,42
Teacher,331,9.023662567138672,20.004528045654297,0,0,True,a01,90,95,umap,strict_raw_latent,42
Teacher,332,6.191020965576172,-7.458700180053711,2,2,True,a01,503,508,umap,strict_raw_latent,42
Teacher,333,6.0987324714660645,-7.697447299957275,2,2,True,a01,482,487,umap,strict_raw_latent,42
Teacher,334,6.673542022705078,-1.7360093593597412,2,2,True,b01,595,600,umap,strict_raw_latent,42
Teacher,335,8.946255683898926,19.85802459716797,0,0,True,a01,98,103,umap,strict_raw_latent,42
Teacher,336,-8.986308097839355,-2.029121160507202,1,1,True,a01,196,201,umap,strict_raw_latent,42
Teacher,337,6.1135640144348145,-7.950516700744629,2,2,True,a01,507,512,umap,strict_raw_latent,42
Teacher,338,6.042072772979736,-8.335573196411133,2,2,True,a01,525,530,umap,strict_raw_latent,42
Teacher,339,6.710690021514893,-1.749976396560669,2,2,True,b01,588,593,umap,strict_raw_latent,42
Teacher,340,7.004830837249756,-2.534411668777466,2,2,True,b01,608,613,umap,strict_raw_latent,42
Teacher,341,-8.969836235046387,-2.0126283168792725,1,1,True,a01,197,202,umap,strict_raw_latent,42
Teacher,342,-8.925312995910645,-1.9680975675582886,1,1,True,a01,212,217,umap,strict_raw_latent,42
Teacher,343,8.781712532043457,19.06648826599121,0,0,True,b01,141,146,umap,strict_raw_latent,42
Teacher,344,8.088957786560059,-1.3161731958389282,2,2,True,c02,219,224,umap,strict_raw_latent,42
Teacher,345,10.972461700439453,15.255633354187012,1,1,True,c01,142,147,umap,strict_raw_latent,42
Teacher,346,8.907611846923828,19.770858764648438,0,0,True,a01,100,105,umap,strict_raw_latent,42
Teacher,347,6.980013370513916,-2.3767812252044678,2,2,True,b01,583,588,umap,strict_raw_latent,42
Teacher,348,5.023829460144043,-7.920941352844238,2,2,True,a01,546,551,umap,strict_raw_latent,42
Teacher,349,4.653552532196045,-8.085243225097656,2,2,True,a01,557,562,umap,strict_raw_latent,42
Teacher,350,10.978288650512695,15.261515617370605,1,1,True,c01,145,150,umap,strict_raw_latent,42
Teacher,351,6.01637601852417,-8.154370307922363,2,2,True,a01,530,535,umap,strict_raw_latent,42
Teacher,352,8.268543243408203,-2.7018442153930664,2,2,True,b01,547,552,umap,strict_raw_latent,42
Teacher,353,9.552573204040527,19.048839569091797,0,0,True,b01,117,122,umap,strict_raw_latent,42
Teacher,354,9.152031898498535,19.789878845214844,0,0,True,a01,88,93,umap,strict_raw_latent,42
Teacher,355,4.832093238830566,-8.03864574432373,2,2,True,a01,552,557,umap,strict_raw_latent,42
Student-only,0,-0.4611164927482605,4.576234340667725,2,2,True,c02,208,213,umap,strict_raw_latent,42
Student-only,1,0.11600629985332489,5.934758186340332,2,2,True,a01,496,501,umap,strict_raw_latent,42
Student-only,2,-1.106150507926941,3.143857002258301,2,2,True,b01,558,563,umap,strict_raw_latent,42
Student-only,3,0.26545873284339905,11.322638511657715,1,1,True,c01,127,132,umap,strict_raw_latent,42
Student-only,4,-0.10659873485565186,5.588676929473877,2,2,True,a01,521,526,umap,strict_raw_latent,42
Student-only,5,-0.43834051489830017,4.509411811828613,2,2,True,c02,210,215,umap,strict_raw_latent,42
Student-only,6,-5.7135233879089355,14.533153533935547,0,0,True,c02,69,74,umap,strict_raw_latent,42
Student-only,7,-0.3657531142234802,6.021059989929199,2,2,True,a01,504,509,umap,strict_raw_latent,42
Student-only,8,-1.5646802186965942,2.7013683319091797,2,2,True,b01,598,603,umap,strict_raw_latent,42
Student-only,9,-4.248006343841553,14.609960556030273,0,1,False,c02,84,89,umap,strict_raw_latent,42
Student-only,10,-0.3569576144218445,7.5975117683410645,2,2,True,a01,555,560,umap,strict_raw_latent,42
Student-only,11,-0.7789636254310608,4.062009334564209,2,2,True,b01,553,558,umap,strict_raw_latent,42
Student-only,12,-0.7062516212463379,3.0831139087677,2,2,True,c02,231,236,umap,strict_raw_latent,42
Student-only,13,0.11050960421562195,5.9451751708984375,2,2,True,a01,500,505,umap,strict_raw_latent,42
Student-only,14,0.5669938921928406,10.642168045043945,1,2,False,c01,144,149,umap,strict_raw_latent,42
Student-only,15,-1.9552876949310303,2.8056252002716064,2,2,True,b01,582,587,umap,strict_raw_latent,42
Student-only,16,-0.6880074143409729,4.117680072784424,2,2,True,b01,541,546,umap,strict_raw_latent,42
Student-only,17,-4.679185390472412,14.278488159179688,0,0,True,a01,99,104,umap,strict_raw_latent,42
Student-only,18,-4.486813068389893,14.307373046875,0,0,True,a01,95,100,umap,strict_raw_latent,42
Student-only,19,6.918822288513184,6.675013065338135,1,1,True,b01,263,268,umap,strict_raw_latent,42
Student-only,20,-0.6770630478858948,4.178521633148193,2,2,True,b01,538,543,umap,strict_raw_latent,42
Student-only,21,7.404808521270752,6.617504119873047,1,1,True,b01,285,290,umap,strict_raw_latent,42
Student-only,22,0.07737277448177338,5.952023983001709,2,2,True,a01,486,491,umap,strict_raw_latent,42
Student-only,23,-0.900738537311554,2.3968000411987305,2,2,True,c01,206,211,umap,strict_raw_latent,42
Student-only,24,7.4246625900268555,6.442197322845459,1,1,True,a01,201,206,umap,strict_raw_latent,42
Student-only,25,-0.6687141060829163,4.179464817047119,2,2,True,b01,542,547,umap,strict_raw_latent,42
Student-only,26,-4.99876594543457,14.311582565307617,0,0,True,b01,119,124,umap,strict_raw_latent,42
Student-only,27,-1.36833918094635,2.6702661514282227,2,2,True,b01,579,584,umap,strict_raw_latent,42
Student-only,28,-1.829625129699707,2.665994644165039,2,2,True,b01,606,611,umap,strict_raw_latent,42
Student-only,29,7.390333652496338,6.391038417816162,1,2,False,a01,200,205,umap,strict_raw_latent,42
Student-only,30,-0.48347654938697815,4.649995803833008,2,2,True,c02,207,212,umap,strict_raw_latent,42
Student-only,31,-2.096902847290039,2.634620189666748,2,2,True,b01,593,598,umap,strict_raw_latent,42
Student-only,32,7.773721694946289,6.4354634284973145,1,1,True,a01,211,216,umap,strict_raw_latent,42
Student-only,33,-0.3223232328891754,6.914772987365723,2,2,True,a01,483,488,umap,strict_raw_latent,42
Student-only,34,-5.400521755218506,14.470216751098633,0,0,True,b01,113,118,umap,strict_raw_latent,42
Student-only,35,-0.7572638392448425,4.106054782867432,2,2,True,b01,552,557,umap,strict_raw_latent,42
Student-only,36,-0.2058885246515274,5.545032501220703,2,2,True,a01,485,490,umap,strict_raw_latent,42
Student-only,37,-0.3965567350387573,6.467472553253174,2,2,True,a01,481,486,umap,strict_raw_latent,42
Student-only,38,0.5558460354804993,10.657583236694336,1,2,False,c01,143,148,umap,strict_raw_latent,42
Student-only,39,-1.1574389934539795,3.71756649017334,2,2,True,b01,557,562,umap,strict_raw_latent,42
Student-only,40,-4.9430694580078125,14.637898445129395,0,0,True,b01,128,133,umap,strict_raw_latent,42
Student-only,41,7.083008766174316,6.608699321746826,1,1,True,b01,279,284,umap,strict_raw_latent,42
Student-only,42,-4.476413249969482,14.25013542175293,0,0,True,a01,103,108,umap,strict_raw_latent,42
Student-only,43,-4.9331889152526855,14.641603469848633,0,0,True,b01,129,134,umap,strict_raw_latent,42
Student-only,44,-0.33242714405059814,7.128498554229736,2,2,True,a01,514,519,umap,strict_raw_latent,42
Student-only,45,7.05882453918457,6.62313985824585,1,1,True,b01,262,267,umap,strict_raw_latent,42
Student-only,46,-5.697236061096191,14.53393268585205,0,0,True,c02,72,77,umap,strict_raw_latent,42
Student-only,47,-4.534029006958008,14.238136291503906,0,0,True,a01,94,99,umap,strict_raw_latent,42
Student-only,48,-0.28294894099235535,7.020391941070557,2,2,True,a01,515,520,umap,strict_raw_latent,42
Student-only,49,-0.7305850982666016,4.061783313751221,2,2,True,b01,543,548,umap,strict_raw_latent,42
Student-only,50,-0.2847723364830017,7.191366672515869,2,2,True,a01,551,556,umap,strict_raw_latent,42
Student-only,51,-0.05097158998250961,5.982960224151611,2,2,True,a01,501,506,umap,strict_raw_latent,42
Student-only,52,-1.9520078897476196,2.4772720336914062,2,2,True,b01,592,597,umap,strict_raw_latent,42
Student-only,53,-0.5991480350494385,4.418700218200684,1,2,False,c02,107,112,umap,strict_raw_latent,42
Student-only,54,-5.453263759613037,14.516876220703125,0,0,True,b01,112,117,umap,strict_raw_latent,42
Student-only,55,-0.26318448781967163,5.464315891265869,2,2,True,a01,491,496,umap,strict_raw_latent,42
Student-only,56,0.5032935738563538,10.756011009216309,1,2,False,c01,140,145,umap,strict_raw_latent,42
Student-only,57,0.24320152401924133,11.35389518737793,1,1,True,c01,126,131,umap,strict_raw_latent,42
Student-only,58,-1.4704605340957642,2.9009969234466553,2,2,True,b01,572,577,umap,strict_raw_latent,42
Student-only,59,6.890671730041504,6.713528156280518,1,1,True,b01,267,272,umap,strict_raw_latent,42
Student-only,60,0.44236183166503906,10.876928329467773,1,1,True,c01,139,144,umap,strict_raw_latent,42
Student-only,61,-5.269145965576172,14.370447158813477,0,0,True,a01,86,91,umap,strict_raw_latent,42
Student-only,62,-0.6606155037879944,3.2105071544647217,2,2,True,c02,222,227,umap,strict_raw_latent,42
Student-only,63,7.944210052490234,6.391535758972168,1,1,True,a01,219,224,umap,strict_raw_latent,42
Student-only,64,-0.7069832682609558,3.4444286823272705,2,2,True,c02,215,220,umap,strict_raw_latent,42
Student-only,65,-5.095190048217773,14.380088806152344,0,0,True,b01,121,126,umap,strict_raw_latent,42
Student-only,66,-0.2251005321741104,5.325561046600342,2,2,True,a01,488,493,umap,strict_raw_latent,42
Student-only,67,-0.06543495506048203,5.65912389755249,2,2,True,a01,527,532,umap,strict_raw_latent,42
Student-only,68,-0.5585095286369324,4.079380035400391,2,2,True,c02,212,217,umap,strict_raw_latent,42
Student-only,69,6.784071445465088,6.760295391082764,1,1,True,b01,259,264,umap,strict_raw_latent,42
Student-only,70,-1.487263560295105,2.8939857482910156,2,2,True,b01,574,579,umap,strict_raw_latent,42
Student-only,71,-2.0268425941467285,2.822279453277588,2,2,True,b01,546,551,umap,strict_raw_latent,42
Student-only,72,-0.17597652971744537,7.193884372711182,2,2,True,a01,547,552,umap,strict_raw_latent,42
Student-only,73,7.338385105133057,6.58798885345459,1,1,True,a01,202,207,umap,strict_raw_latent,42
Student-only,74,-1.6194090843200684,2.5912129878997803,2,2,True,b01,571,576,umap,strict_raw_latent,42
Student-only,75,-0.3369351327419281,6.967375755310059,2,2,True,a01,548,553,umap,strict_raw_latent,42
Student-only,76,0.21206124126911163,11.3851900100708,1,1,True,c01,124,129,umap,strict_raw_latent,42
Student-only,77,-0.39344197511672974,5.947819709777832,2,2,True,a01,509,514,umap,strict_raw_latent,42
Student-only,78,7.816415309906006,6.372182846069336,1,1,True,a01,213,218,umap,strict_raw_latent,42
Student-only,79,6.89112663269043,6.154991149902344,1,2,False,b01,282,287,umap,strict_raw_latent,42
Student-only,80,-4.357732772827148,14.626481056213379,0,1,False,b01,132,137,umap,strict_raw_latent,42
Student-only,81,-5.642737865447998,14.502519607543945,0,0,True,c02,70,75,umap,strict_raw_latent,42
Student-only,82,-0.8365335464477539,2.3510804176330566,2,2,True,c01,212,217,umap,strict_raw_latent,42
Student-only,83,-0.5551210641860962,3.4917256832122803,2,2,True,c02,223,228,umap,strict_raw_latent,42
Student-only,84,-0.8002031445503235,2.3214404582977295,2,2,True,c01,209,214,umap,strict_raw_latent,42
Student-only,85,7.587120056152344,6.478321075439453,1,1,True,a01,203,208,umap,strict_raw_latent,42
Student-only,86,-0.124045729637146,5.550534248352051,2,2,True,a01,523,528,umap,strict_raw_latent,42
Student-only,87,7.673646926879883,6.540918827056885,1,1,True,a01,208,213,umap,strict_raw_latent,42
Student-only,88,7.65457010269165,6.518734931945801,1,1,True,a01,207,212,umap,strict_raw_latent,42
Student-only,89,-0.6034697890281677,4.112064361572266,2,2,True,b01,533,538,umap,strict_raw_latent,42
Student-only,90,0.22644682228565216,11.378105163574219,1,1,True,c01,125,130,umap,strict_raw_latent,42
Student-only,91,-5.079720973968506,14.54939079284668,0,0,True,b01,127,132,umap,strict_raw_latent,42
Student-only,92,7.461740493774414,6.35554838180542,1,1,True,a01,198,203,umap,strict_raw_latent,42
Student-only,93,-4.251876354217529,14.59825611114502,0,1,False,a01,91,96,umap,strict_raw_latent,42
Student-only,94,-0.45854896306991577,6.063305854797363,2,2,True,a01,502,507,umap,strict_raw_latent,42
Student-only,95,-0.4417518079280853,4.644693374633789,2,2,True,c02,209,214,umap,strict_raw_latent,42
Student-only,96,-5.716168403625488,14.560648918151855,0,0,True,c02,76,81,umap,strict_raw_latent,42
Student-only,97,-0.23732814192771912,5.926347732543945,2,2,True,a01,493,498,umap,strict_raw_latent,42
Student-only,98,0.032197970896959305,5.892212867736816,2,2,True,a01,533,538,umap,strict_raw_latent,42
Student-only,99,-4.370156764984131,14.425713539123535,0,0,True,a01,92,97,umap,strict_raw_latent,42
Student-only,100,-4.410694122314453,14.761789321899414,0,0,True,b01,135,140,umap,strict_raw_latent,42
Student-only,101,-0.5171877145767212,3.5049805641174316,2,2,True,c02,225,230,umap,strict_raw_latent,42
Student-only,102,-4.442878723144531,14.333406448364258,0,0,True,a01,93,98,umap,strict_raw_latent,42
Student-only,103,7.441503524780273,6.380064010620117,1,1,True,a01,199,204,umap,strict_raw_latent,42
Student-only,104,-4.962795734405518,14.42972469329834,0,0,True,b01,122,127,umap,strict_raw_latent,42
Student-only,105,0.08796147257089615,5.901577472686768,2,2,True,a01,495,500,umap,strict_raw_latent,42
Student-only,106,0.2469034045934677,11.338163375854492,1,1,True,c01,134,139,umap,strict_raw_latent,42
Student-only,107,-1.8271774053573608,2.618695020675659,2,2,True,b01,570,575,umap,strict_raw_latent,42
Student-only,108,-1.7469656467437744,2.5935263633728027,2,2,True,b01,584,589,umap,strict_raw_latent,42
Student-only,109,-0.5523185729980469,4.3060526847839355,2,2,True,b01,534,539,umap,strict_raw_latent,42
Student-only,110,6.927439212799072,6.174623489379883,1,2,False,b01,276,281,umap,strict_raw_latent,42
Student-only,111,-0.7182418704032898,4.140355110168457,2,2,True,b01,540,545,umap,strict_raw_latent,42
Student-only,112,-1.9147928953170776,2.880204916000366,2,2,True,b01,580,585,umap,strict_raw_latent,42
Student-only,113,-0.7998518347740173,3.8446483612060547,2,2,True,b01,554,559,umap,strict_raw_latent,42
Student-only,114,-4.2285566329956055,14.895136833190918,0,1,False,b01,142,147,umap,strict_raw_latent,42
Student-only,115,-4.985114097595215,14.388322830200195,0,0,True,a01,84,89,umap,strict_raw_latent,42
Student-only,116,-0.2640237808227539,6.9423017501831055,2,2,True,a01,544,549,umap,strict_raw_latent,42
Student-only,117,0.3424939811229706,11.228711128234863,1,1,True,c01,137,142,umap,strict_raw_latent,42
Student-only,118,6.883172988891602,6.584447383880615,1,2,False,b01,275,280,umap,strict_raw_latent,42
Student-only,119,-1.773599624633789,2.6661183834075928,2,2,True,b01,605,610,umap,strict_raw_latent,42
Student-only,120,-4.2441205978393555,14.853160858154297,0,1,False,b01,143,148,umap,strict_raw_latent,42
Student-only,121,-4.554737091064453,14.281195640563965,0,0,True,a01,101,106,umap,strict_raw_latent,42
Student-only,122,0.4422699809074402,10.826879501342773,1,2,False,c01,148,153,umap,strict_raw_latent,42
Student-only,123,7.154830455780029,6.452658653259277,1,1,True,b01,273,278,umap,strict_raw_latent,42
Student-only,124,-0.33308735489845276,7.126663684844971,2,2,True,a01,550,555,umap,strict_raw_latent,42
Student-only,125,6.808307647705078,6.782931804656982,1,1,True,b01,257,262,umap,strict_raw_latent,42
Student-only,126,7.751250267028809,6.523272514343262,1,1,True,a01,206,211,umap,strict_raw_latent,42
Student-only,127,6.919912338256836,6.1856913566589355,1,2,False,b01,283,288,umap,strict_raw_latent,42
Student-only,128,-0.9009811282157898,3.053488254547119,2,2,True,c02,233,238,umap,strict_raw_latent,42
Student-only,129,-1.8872710466384888,2.810504198074341,2,2,True,b01,569,574,umap,strict_raw_latent,42
Student-only,130,-0.5718788504600525,3.843341112136841,2,2,True,c02,213,218,umap,strict_raw_latent,42
Student-only,131,0.5230306386947632,10.71636962890625,1,2,False,c01,149,154,umap,strict_raw_latent,42
Student-only,132,-4.43760871887207,14.574495315551758,0,1,False,c02,82,87,umap,strict_raw_latent,42
Student-only,133,-1.443235158920288,2.815768003463745,2,2,True,b01,599,604,umap,strict_raw_latent,42
Student-only,134,-5.242359161376953,14.550453186035156,0,0,True,b01,124,129,umap,strict_raw_latent,42
Student-only,135,0.0704735517501831,5.807773113250732,2,2,True,a01,531,536,umap,strict_raw_latent,42
Student-only,136,-0.8411945104598999,2.3900859355926514,2,2,True,c01,216,221,umap,strict_raw_latent,42
Student-only,137,-0.14677228033542633,6.687648773193359,2,2,True,a01,519,524,umap,strict_raw_latent,42
Student-only,138,6.805323123931885,6.7421040534973145,1,1,True,b01,270,275,umap,strict_raw_latent,42
Student-only,139,-4.746238708496094,14.559840202331543,0,0,True,b01,131,136,umap,strict_raw_latent,42
Student-only,140,7.023523330688477,6.799834728240967,1,1,True,b01,261,266,umap,strict_raw_latent,42
Student-only,141,-0.7754094004631042,3.1280672550201416,2,2,True,c02,232,237,umap,strict_raw_latent,42
Student-only,142,-0.9128323793411255,2.43698787689209,2,2,True,c01,205,210,umap,strict_raw_latent,42
Student-only,143,-0.29679179191589355,7.129706859588623,2,2,True,a01,549,554,umap,strict_raw_latent,42
Student-only,144,-0.9333068132400513,2.463949680328369,2,2,True,c01,215,220,umap,strict_raw_latent,42
Student-only,145,-1.3317441940307617,2.927100419998169,2,2,True,b01,545,550,umap,strict_raw_latent,42
Student-only,146,-1.7264511585235596,2.5793161392211914,2,2,True,b01,568,573,umap,strict_raw_latent,42
Student-only,147,-0.30189409852027893,5.343069076538086,2,2,True,a01,490,495,umap,strict_raw_latent,42
Student-only,148,7.94219970703125,6.414187431335449,1,1,True,a01,218,223,umap,strict_raw_latent,42
Student-only,149,-0.33596938848495483,7.635720252990723,2,2,True,a01,559,564,umap,strict_raw_latent,42
Student-only,150,-0.33403682708740234,7.603506088256836,2,2,True,a01,556,561,umap,strict_raw_latent,42
Student-only,151,-4.304046154022217,14.889355659484863,0,1,False,b01,140,145,umap,strict_raw_latent,42
Student-only,152,0.371769517660141,11.175976753234863,1,1,True,c01,138,143,umap,strict_raw_latent,42
Student-only,153,6.777286529541016,6.775784492492676,1,1,True,b01,258,263,umap,strict_raw_latent,42
Student-only,154,-0.4680345356464386,3.4911386966705322,2,2,True,c02,226,231,umap,strict_raw_latent,42
Student-only,155,-0.8142821192741394,3.2902567386627197,2,2,True,c02,218,223,umap,strict_raw_latent,42
Student-only,156,-4.289364814758301,14.592219352722168,0,1,False,c02,80,85,umap,strict_raw_latent,42
Student-only,157,-1.2605088949203491,2.7252044677734375,2,2,True,b01,577,582,umap,strict_raw_latent,42
Student-only,158,-5.476985931396484,14.56909465789795,0,0,True,c02,77,82,umap,strict_raw_latent,42
Student-only,159,-0.4556911587715149,3.3906331062316895,2,2,True,c02,230,235,umap,strict_raw_latent,42
Student-only,160,-0.36474284529685974,4.995924949645996,2,2,True,a01,489,494,umap,strict_raw_latent,42
Student-only,161,7.729684352874756,6.51401948928833,1,1,True,a01,214,219,umap,strict_raw_latent,42
Student-only,162,-4.841010093688965,14.251782417297363,0,0,True,a01,87,92,umap,strict_raw_latent,42
Student-only,163,-4.63801908493042,14.319167137145996,0,0,True,a01,81,86,umap,strict_raw_latent,42
Student-only,164,-4.248531818389893,14.889998435974121,0,1,False,b01,137,142,umap,strict_raw_latent,42
Student-only,165,-1.745725393295288,2.5181281566619873,2,2,True,b01,600,605,umap,strict_raw_latent,42
Student-only,166,-4.613656520843506,14.269938468933105,0,0,True,a01,96,101,umap,strict_raw_latent,42
Student-only,167,-1.388075351715088,2.7134323120117188,2,2,True,b01,562,567,umap,strict_raw_latent,42
Student-only,168,-1.4973859786987305,2.6164064407348633,2,2,True,b01,566,571,umap,strict_raw_latent,42
Student-only,169,7.955105781555176,6.384917736053467,1,1,True,a01,216,221,umap,strict_raw_latent,42
Student-only,170,-0.33616939187049866,7.0411200523376465,2,2,True,a01,538,543,umap,strict_raw_latent,42
Student-only,171,-4.276204586029053,14.871969223022461,0,1,False,b01,138,143,umap,strict_raw_latent,42
Student-only,172,0.06613156944513321,6.118224620819092,2,2,True,a01,536,541,umap,strict_raw_latent,42
Student-only,173,-0.30932462215423584,7.408663749694824,2,2,True,a01,553,558,umap,strict_raw_latent,42
Student-only,174,0.27305614948272705,11.33531665802002,1,1,True,c01,131,136,umap,strict_raw_latent,42
Student-only,175,-0.40457630157470703,3.4526312351226807,2,2,True,c02,229,234,umap,strict_raw_latent,42
Student-only,176,-4.219727993011475,14.818642616271973,0,1,False,b01,134,139,umap,strict_raw_latent,42
Student-only,177,7.068291187286377,6.520838737487793,1,1,True,b01,278,283,umap,strict_raw_latent,42
Student-only,178,-1.8683736324310303,2.453885793685913,2,2,True,b01,596,601,umap,strict_raw_latent,42
Student-only,179,-0.6595527529716492,4.079038143157959,2,2,True,b01,537,542,umap,strict_raw_latent,42
Student-only,180,-1.8869214057922363,2.880394697189331,2,2,True,b01,565,570,umap,strict_raw_latent,42
Student-only,181,0.2428605556488037,11.33430004119873,1,1,True,c01,132,137,umap,strict_raw_latent,42
