method_name,method_slug,roc_view,fpr,tpr
inception,inception,micro-average,0.20365169,0.95786517
inception,inception,micro-average,0.20365169,0.96067416
inception,inception,micro-average,0.21629213,0.96067416
inception,inception,micro-average,0.21629213,0.96348315
inception,inception,micro-average,0.23174157,0.96348315
inception,inception,micro-average,0.23174157,0.96629213
inception,inception,micro-average,0.23595506,0.96629213
inception,inception,micro-average,0.23595506,0.96910112
inception,inception,micro-average,0.26404494,0.96910112
inception,inception,micro-average,0.26404494,0.97191011
inception,inception,micro-average,0.26825843,0.97191011
inception,inception,micro-average,0.26825843,0.97471910
inception,inception,micro-average,0.28370787,0.97471910
inception,inception,micro-average,0.28370787,0.97752809
inception,inception,micro-average,0.28511236,0.97752809
inception,inception,micro-average,0.28511236,0.98033708
inception,inception,micro-average,0.28932584,0.98033708
inception,inception,micro-average,0.28932584,0.98314607
inception,inception,micro-average,0.29353933,0.98314607
inception,inception,micro-average,0.29353933,0.98595506
inception,inception,micro-average,0.32584270,0.98595506
inception,inception,micro-average,0.32584270,0.98876404
inception,inception,micro-average,0.33567416,0.98876404
inception,inception,micro-average,0.33567416,0.99157303
inception,inception,micro-average,0.34269663,0.99157303
inception,inception,micro-average,0.34269663,0.99438202
inception,inception,micro-average,0.36938202,0.99438202
inception,inception,micro-average,0.36938202,0.99719101
inception,inception,micro-average,0.44382022,0.99719101
inception,inception,micro-average,0.44382022,1.00000000
inception,inception,micro-average,1.00000000,1.00000000
inception,inception,macro-average,0.00000000,0.51461230
inception,inception,macro-average,0.00359712,0.53170631
inception,inception,macro-average,0.00366300,0.55178663
inception,inception,macro-average,0.00732601,0.59194728
inception,inception,macro-average,0.01098901,0.60801153
inception,inception,macro-average,0.01242236,0.60972094
inception,inception,macro-average,0.01465201,0.61373700
inception,inception,macro-average,0.01863354,0.61886520
inception,inception,macro-average,0.02197802,0.63091340
inception,inception,macro-average,0.02484472,0.64116981
inception,inception,macro-average,0.02517986,0.64544331
inception,inception,macro-average,0.02564103,0.64945938
inception,inception,macro-average,0.02930403,0.66150757
inception,inception,macro-average,0.03105590,0.75723406
inception,inception,macro-average,0.03296703,0.76526619
inception,inception,macro-average,0.03663004,0.76928226
inception,inception,macro-average,0.03726708,0.77270106
inception,inception,macro-average,0.04029304,0.79278138
inception,inception,macro-average,0.04347826,0.79790959
inception,inception,macro-average,0.04395604,0.80192565
inception,inception,macro-average,0.04761905,0.80995778
inception,inception,macro-average,0.04968944,0.82021419
inception,inception,macro-average,0.05128205,0.82423025
inception,inception,macro-average,0.05494505,0.88447122
inception,inception,macro-average,0.05590062,0.88618062
inception,inception,macro-average,0.05755396,0.89045412
inception,inception,macro-average,0.05860806,0.89447019
inception,inception,macro-average,0.06211180,0.89617959
inception,inception,macro-average,0.06227106,0.90421172
inception,inception,macro-average,0.06959707,0.91224385
inception,inception,macro-average,0.07692308,0.92027598
inception,inception,macro-average,0.08058608,0.93232417
inception,inception,macro-average,0.08074534,0.93403357
inception,inception,macro-average,0.08791209,0.94608176
inception,inception,macro-average,0.09316770,0.94779116
inception,inception,macro-average,0.09523810,0.95983936
inception,inception,macro-average,0.10622711,0.96385542
inception,inception,macro-average,0.14285714,0.96787149
inception,inception,macro-average,0.21245421,0.97188755
inception,inception,macro-average,0.24542125,0.97590361
inception,inception,macro-average,0.30402930,0.97991968
inception,inception,macro-average,0.52014652,0.98393574
inception,inception,macro-average,0.54578755,0.98795181
inception,inception,macro-average,0.60439560,0.99196787
inception,inception,macro-average,0.62271062,0.99598394
inception,inception,macro-average,0.63003663,1.00000000
inception,inception,macro-average,1.00000000,1.00000000
