method,seed,run_path,config_id,input_dim,train_scheme,provenance,accuracy,macro_f1,balanced_accuracy,s1_recall,teacher_agreement,trial_id,stage
Student-only-13D,136,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0023_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs96_seed136,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.8876000000000001,0.867258,0.8524333333333333,0.747,,23.0,A
Student-only-13D,137,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0019_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed137,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.8904000000000001,0.863405,0.8438666666666667,0.747,,19.0,A
Student-only-13D,139,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0055_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed139,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9381999999999999,0.934698,0.9429,0.9518,,55.0,B
Student-only-13D,141,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0045_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs128_seed141,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9381999999999999,0.918257,0.9103666666666667,0.9157,,45.0,B
Student-only-13D,142,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0033_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed142,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.927,0.910804,0.9043,0.8795,,33.0,A
Student-only-13D,143,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0036_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed143,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.882,0.842004,0.8249,0.7952,,36.0,A
Student-only-13D,144,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0031_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed144,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs64_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9466,0.936082,0.9221666666666667,0.8434,,31.0,A
Student-only-13D,145,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0041_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed145,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.8848,0.850218,0.8363333333333333,0.8193,,41.0,B
Student-only-13D,146,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0053_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs64_seed146,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs64_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9719,0.965852,0.9588,0.9277,,53.0,B
Student-only-13D,148,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0042_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs96_seed148,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9579000000000001,0.949754,0.9474666666666667,0.9398,,42.0,B
Student-only-13D,149,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0040_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs64_seed149,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0004_bs64_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.8989,0.874733,0.8605333333333333,0.8072,,40.0,A
Student-only-13D,150,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0058_B/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs96_seed150,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0001_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9213,0.89589,0.9008666666666666,1.0,,58.0,B
Student-only-13D,152,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0017_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_seed152,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.8933,0.861503,0.8509333333333334,0.8554,,17.0,A
Student-only-13D,154,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0001_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed154,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9213,0.902456,0.8847333333333333,0.7952,,1.0,A
Student-only-13D,155,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0020_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed155,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00025_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9185,0.879642,0.8768666666666666,0.9639,,20.0,A
Student-only-13D,156,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0004_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs96_seed156,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9831,0.977795,0.9802666666666666,0.9639,,4.0,A
Student-only-13D,157,ablation_experiments/h1/results/run_20260327_131013/ablation1_sweep/trials/trial_0034_A/ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed157,ablation1_student_only_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs96_seed*,13,student_only,sweep_best_per_seed_not_fixed_config,0.9298000000000001,0.914045,0.8972666666666668,0.8072,,34.0,A
LSTM,14,ablation_experiments/h1/results/comparison_18d_baselines/lstm/lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed14,lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8989,0.863421,0.8494999999999999,0.8434,-1.0,,
LSTM,42,ablation_experiments/h1/results/comparison_18d_baselines/lstm/lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed42,lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.9073,0.875341,0.8620666666666666,0.8554,-1.0,,
LSTM,183,ablation_experiments/h1/results/comparison_18d_baselines/lstm/lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed183,lstm_weld_seam_windows_ws5_tf75_pg0_h1_h64_l2_bi_do0.3_ep80_lr0.0001_wd1e-05_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.882,0.832921,0.8233666666666667,0.8675,-1.0,,
GRU,14,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed14,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.9157,0.887156,0.8746333333333333,0.8675,-1.0,,
GRU,42,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed42,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.9073,0.875341,0.8620666666666666,0.8554,-1.0,,
GRU,77,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed77,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8736,0.826949,0.8118,0.8072,-1.0,,
GRU,100,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed100,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8989,0.86842,0.8505333333333334,0.7952,-1.0,,
GRU,122,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed122,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8961,0.860329,0.8454666666666667,0.8313,-1.0,,
GRU,183,ablation_experiments/h1/results/comparison_18d_baselines/gru/gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed183,gru_weld_seam_windows_ws5_tf75_pg0_h1_h64_l3_uni_do0.3_ep80_lr0.0001_wd0.0001_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.9101,0.882225,0.8668333333333335,0.8313,-1.0,,
Transformer,14,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed14,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8482999999999999,0.805838,0.7836,0.6867,-1.0,,
Transformer,42,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed42,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8287,0.778103,0.7491,0.5422,-1.0,,
Transformer,77,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed77,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8062,0.739412,0.7179666666666668,0.6386,-1.0,,
Transformer,100,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed100,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8652,0.824715,0.8013,0.6988,-1.0,,
Transformer,122,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed122,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8595999999999999,0.817892,0.7932666666666667,0.6747,-1.0,,
Transformer,183,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed183,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff128_do0.2_ep80_lr0.0002_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8511,0.805674,0.7807333333333334,0.6627,-1.0,,
Inception,14,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed14,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8511,0.804099,0.7886666666666665,0.7711,-1.0,,
Inception,42,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed42,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8173999999999999,0.769383,0.7438333333333333,0.5904,-1.0,,
Inception,77,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed77,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8567,0.807819,0.7877000000000001,0.7349,-1.0,,
Inception,100,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed100,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8371,0.7731,0.7575333333333333,0.747,-1.0,,
Inception,122,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed122,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.868,0.820666,0.8037666666666666,0.7831,-1.0,,
Inception,183,ablation_experiments/h1/results/comparison_18d_baselines/inception/inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed183,inception_weld_seam_windows_ws5_tf75_pg0_h1_oc16_blk3_bn32_do0.1_ep80_lr0.0001_wd0.0005_bs128_seed*,18,baseline_18d,fixed_config_seed_group,0.8343,0.762397,0.7525000000000001,0.7831,-1.0,,
